state,total_sales,total_customers
Alabama,105099.0,82
Arizona,463205.0,209
Arkansas,62126.0,13
California,3134477.0,1456
Colorado,375297.0,173
Connecticut,109552.0,52
Delaware,121478.0,58
District of Columbia,8653.0,5
Florida,534335.0,225
Georgia,256658.0,154
Illinois,797246.0,371
Indiana,185899.0,93
Iowa,40955.0,33
Kansas,40053.0,8
Kentucky,385177.0,114
Louisiana,87273.0,54
Maryland,50032.0,27
Massachusetts,197046.0,96
Michigan,345054.0,136
Minnesota,280366.0,117
Mississippi,88460.0,45
Missouri,100877.0,57
Nebraska,10644.0,13
Nevada,29258.0,23
New Hampshire,34781.0,21
New Jersey,238727.0,98
New Mexico,22272.0,27
New York,1668483.0,778
North Carolina,482250.0,267
Ohio,750185.0,339
Oklahoma,68446.0,30
Oregon,60075.0,20
Pennsylvania,898927.0,447
Rhode Island,85615.0,36
South Dakota,19109.0,9
Tennessee,222187.0,104
Texas,1527284.0,681
Utah,122875.0,54
Virginia,299635.0,129
Washington,726178.0,355
Wisconsin,115438.0,68
