region,month_name,total_sales
South,Mar,250422.0
South,Jan,237545.0
East,Apr,393645.0
East,Nov,354063.0
Central,May,290119.0
East,Mar,371109.0
Central,Oct,289584.0
South,Nov,240735.0
Central,Apr,304500.0
South,Jul,178352.0
Central,Mar,326835.0
East,Jan,384529.0
West,Apr,396946.0
East,Sep,346752.0
South,Sep,217805.0
West,Aug,342426.0
Central,Nov,274620.0
South,Feb,227382.0
West,Mar,372202.0
South,Dec,243718.0
East,Feb,382226.0
West,Dec,460305.0
West,Sep,393003.0
Central,Sep,267464.0
South,Aug,217293.0
East,Jun,344628.0
West,Jan,419105.0
South,Apr,247967.0
Central,Dec,318219.0
West,Oct,385778.0
Central,Jun,289605.0
Central,Aug,310721.0
East,Oct,421241.0
West,Jun,375158.0
West,Jul,384925.0
West,Nov,388655.0
East,Dec,400866.0
South,Jun,235629.0
East,Jul,389487.0
East,May,373420.0
South,Oct,272703.0
Central,Jul,322458.0
Central,Jan,299529.0
East,Aug,346500.0
Central,Feb,306809.0
South,May,263877.0
West,May,375951.0
West,Feb,287602.0
