state,total_sales,total_customers
Alabama,41562.0,4
Arizona,245381.0,25
Arkansas,53913.0,3
California,1787880.0,192
Colorado,218100.0,26
Connecticut,69682.0,6
Delaware,68546.0,6
District of Columbia,5512.0,1
Florida,363579.0,43
Georgia,109391.0,13
Illinois,404708.0,46
Indiana,106882.0,10
Iowa,10541.0,1
Kansas,34823.0,3
Kentucky,241246.0,22
Louisiana,42262.0,5
Maryland,20461.0,2
Massachusetts,113998.0,13
Michigan,185632.0,18
Minnesota,157110.0,16
Mississippi,56221.0,6
Missouri,53741.0,8
Nebraska,520.0,1
Nevada,10854.0,2
New Hampshire,22321.0,3
New Jersey,154675.0,18
New York,918735.0,106
North Carolina,251404.0,31
Ohio,452430.0,57
Oklahoma,36129.0,4
Oregon,34607.0,3
Pennsylvania,471289.0,50
Rhode Island,48370.0,4
Tennessee,144143.0,18
Texas,897743.0,86
Utah,46541.0,8
Virginia,203533.0,26
Washington,391305.0,47
Wisconsin,48233.0,6
