segment,month_name,total_sales,total_profit
Corporate,Oct,341103.0,59598.0
Home Office,Jul,215319.0,39601.0
Consumer,Jul,503082.0,88559.0
Corporate,Mar,298396.0,50584.0
Consumer,Nov,486166.0,83686.0
Home Office,Aug,183862.0,33170.0
Consumer,Aug,528945.0,94836.0
Corporate,Aug,295383.0,51054.0
Home Office,Apr,187737.0,32513.0
Consumer,Jun,503686.0,90627.0
Consumer,May,540881.0,96025.0
Home Office,Sep,166789.0,29292.0
Corporate,Jul,287056.0,51818.0
Corporate,Dec,370012.0,63944.0
Corporate,May,328437.0,57753.0
Corporate,Apr,329011.0,56375.0
Home Office,May,196552.0,36236.0
Home Office,Jan,192651.0,35713.0
Home Office,Jun,170736.0,31588.0
Consumer,Sep,536555.0,95088.0
Home Office,Mar,205368.0,33372.0
Consumer,Apr,582986.0,102650.0
Home Office,Nov,191693.0,33714.0
Home Office,Oct,207318.0,36724.0
Consumer,Dec,590127.0,107046.0
Corporate,Nov,352594.0,60341.0
Corporate,Sep,292992.0,51917.0
Corporate,Feb,307560.0,50562.0
Home Office,Feb,159864.0,28727.0
Consumer,Mar,574985.0,101624.0
Consumer,Oct,563075.0,100074.0
Corporate,Jan,388202.0,65527.0
Consumer,Jan,507872.0,89231.0
Corporate,Jun,322501.0,58233.0
Home Office,Dec,206478.0,35473.0
Consumer,Feb,484646.0,88665.0
