segment,month_name,total_sales,total_profit
Corporate,Oct,416340.0,71439.0
Home Office,Jul,243029.0,44338.0
Consumer,Jul,602955.0,105971.0
Corporate,Mar,341492.0,56910.0
Consumer,Nov,590577.0,101248.0
Home Office,Aug,208706.0,37750.0
Consumer,Aug,611981.0,108793.0
Corporate,Aug,338403.0,58225.0
Home Office,Apr,220542.0,38666.0
Consumer,Jun,583532.0,105204.0
Consumer,May,649962.0,115059.0
Home Office,Sep,202358.0,35744.0
Corporate,Jul,338942.0,60048.0
Corporate,Dec,420598.0,72755.0
Corporate,May,371162.0,66105.0
Corporate,Apr,401379.0,68702.0
Home Office,May,223780.0,40940.0
Home Office,Jan,217806.0,40146.0
Home Office,Jun,205365.0,37408.0
Consumer,Sep,612891.0,108893.0
Home Office,Mar,245689.0,41176.0
Consumer,Apr,663114.0,117189.0
Home Office,Nov,215240.0,37711.0
Home Office,Oct,239429.0,42507.0
Consumer,Dec,684413.0,123909.0
Corporate,Nov,395304.0,68064.0
Corporate,Sep,342188.0,60964.0
Corporate,Feb,382368.0,65718.0
Home Office,Feb,193789.0,35239.0
Consumer,Mar,679069.0,120413.0
Consumer,Oct,651376.0,114379.0
Corporate,Jan,460586.0,78826.0
Consumer,Jan,591131.0,102863.0
Corporate,Jun,373735.0,67120.0
Home Office,Dec,235478.0,40457.0
Consumer,Feb,571868.0,102745.0
