state,total_sales,total_customers
Alabama,110536.0,90
Arizona,475218.0,230
Arkansas,65104.0,16
California,3296577.0,1614
Colorado,387930.0,193
Connecticut,118231.0,55
Delaware,125390.0,62
District of Columbia,11536.0,7
Florida,559383.0,251
Georgia,279515.0,171
Illinois,845892.0,416
Indiana,207400.0,104
Iowa,49942.0,36
Kansas,40666.0,9
Kentucky,394561.0,125
Louisiana,92522.0,60
Maryland,50032.0,27
Massachusetts,201896.0,102
Michigan,366073.0,158
Minnesota,302439.0,133
Mississippi,90238.0,46
Missouri,106987.0,62
Nebraska,11925.0,16
Nevada,29812.0,25
New Hampshire,36718.0,23
New Jersey,249103.0,109
New Mexico,23132.0,30
New York,1774550.0,866
North Carolina,510308.0,286
Ohio,805812.0,376
Oklahoma,69822.0,32
Oregon,64368.0,24
Pennsylvania,956053.0,495
Rhode Island,89261.0,42
South Dakota,19728.0,10
Tennessee,239148.0,121
Texas,1605071.0,752
Utah,128690.0,61
Virginia,327072.0,149
Washington,757478.0,387
Wisconsin,118895.0,74
