segment,month_name,total_sales,total_profit
Corporate,Oct,386597.0,67403.0
Home Office,Jul,234354.0,43039.0
Consumer,Jul,580340.0,101725.0
Corporate,Mar,328450.0,55423.0
Consumer,Nov,570357.0,97766.0
Home Office,Aug,202392.0,36616.0
Consumer,Aug,591799.0,105576.0
Corporate,Aug,328697.0,56794.0
Home Office,Apr,215838.0,37756.0
Consumer,Jun,567623.0,102469.0
Consumer,May,633939.0,112281.0
Home Office,Sep,193584.0,34066.0
Corporate,Jul,333439.0,59007.0
Corporate,Dec,409484.0,70598.0
Corporate,May,361455.0,64221.0
Corporate,Apr,379954.0,65181.0
Home Office,May,219770.0,40163.0
Home Office,Jan,213359.0,39383.0
Home Office,Jun,192300.0,35499.0
Consumer,Sep,591468.0,104564.0
Home Office,Mar,236277.0,39356.0
Consumer,Apr,641839.0,113335.0
Home Office,Nov,205785.0,36185.0
Home Office,Oct,230699.0,40738.0
Consumer,Dec,669542.0,121238.0
Corporate,Nov,385617.0,66432.0
Corporate,Sep,333650.0,59386.0
Corporate,Feb,344479.0,57099.0
Home Office,Feb,188729.0,34556.0
Consumer,Mar,647026.0,114114.0
Consumer,Oct,630775.0,111518.0
Corporate,Jan,448375.0,76516.0
Consumer,Jan,570407.0,99608.0
Corporate,Jun,359321.0,64867.0
Home Office,Dec,229772.0,39363.0
Consumer,Feb,540915.0,98140.0
