state,total_sales,total_customers
Alabama,48637.0,12
Arizona,277629.0,53
Arkansas,54031.0,4
California,1996023.0,362
Colorado,237436.0,46
Connecticut,78229.0,17
Delaware,74040.0,12
District of Columbia,5512.0,1
Florida,378041.0,61
Georgia,127561.0,38
Illinois,435654.0,91
Indiana,118914.0,22
Iowa,17467.0,6
Kansas,36327.0,4
Kentucky,251235.0,35
Louisiana,54911.0,20
Maryland,33396.0,7
Massachusetts,121551.0,24
Michigan,206510.0,34
Minnesota,162618.0,21
Mississippi,57075.0,9
Missouri,64338.0,16
Nebraska,520.0,1
Nevada,15686.0,9
New Hampshire,24215.0,5
New Jersey,169573.0,29
New Mexico,4889.0,6
New York,1022617.0,199
North Carolina,290972.0,65
Ohio,510080.0,102
Oklahoma,39766.0,7
Oregon,34607.0,3
Pennsylvania,539225.0,105
Rhode Island,52949.0,7
South Dakota,707.0,1
Tennessee,162083.0,32
Texas,980738.0,161
Utah,62786.0,16
Virginia,214178.0,38
Washington,457766.0,103
Wisconsin,68702.0,21
