category,month,total_sales,total_profit
Furniture,Sep,252682.0,43635.0
Furniture,Oct,235342.0,42404.0
Furniture,Mar,276570.0,50665.0
Office Supplies,Feb,655068.0,116525.0
Technology,Jul,259966.0,44872.0
Office Supplies,Dec,731463.0,127095.0
Furniture,Aug,234185.0,42648.0
Office Supplies,Jul,672214.0,122069.0
Office Supplies,Jun,642435.0,117383.0
Technology,Sep,227872.0,41151.0
Technology,Dec,305372.0,54513.0
Technology,Jun,259978.0,47654.0
Office Supplies,Jan,751840.0,130529.0
Technology,Aug,234739.0,41347.0
Technology,Oct,288821.0,49846.0
Technology,Jan,250609.0,44595.0
Office Supplies,Mar,725923.0,122030.0
Office Supplies,Aug,653964.0,114991.0
Office Supplies,Sep,638148.0,113230.0
Office Supplies,Oct,723908.0,127409.0
Furniture,Nov,219706.0,37923.0
Office Supplies,Nov,674959.0,114631.0
Technology,May,235225.0,40101.0
Furniture,Feb,202538.0,37863.0
Office Supplies,Apr,682999.0,120022.0
Furniture,Jan,229692.0,40383.0
Furniture,Jun,216831.0,37798.0
Technology,Nov,267094.0,47829.0
Technology,Mar,209260.0,36198.0
Technology,Feb,216517.0,35407.0
Furniture,Apr,242613.0,43115.0
Technology,Apr,312019.0,53135.0
Furniture,Dec,271963.0,49591.0
Office Supplies,May,749527.0,134255.0
Furniture,Jul,215953.0,36830.0
Furniture,May,230412.0,42309.0
