category,month,total_sales,total_profit
Furniture,Sep,274254.0,47676.0
Furniture,Oct,272802.0,48923.0
Furniture,Mar,300592.0,55206.0
Office Supplies,Feb,734820.0,130771.0
Technology,Jul,307007.0,51507.0
Office Supplies,Dec,811935.0,140928.0
Furniture,Aug,260982.0,46835.0
Office Supplies,Jul,737456.0,133452.0
Office Supplies,Jun,722529.0,131457.0
Technology,Sep,256239.0,45214.0
Technology,Dec,339959.0,61608.0
Technology,Jun,307305.0,55040.0
Office Supplies,Jan,827603.0,145430.0
Technology,Aug,258160.0,45821.0
Technology,Oct,323240.0,54882.0
Technology,Jan,287223.0,50633.0
Office Supplies,Mar,798524.0,134720.0
Office Supplies,Aug,718109.0,126281.0
Office Supplies,Sep,728410.0,129879.0
Office Supplies,Oct,807280.0,141070.0
Furniture,Nov,247124.0,42644.0
Office Supplies,Nov,733359.0,125404.0
Technology,May,268741.0,45389.0
Furniture,Feb,244724.0,45783.0
Office Supplies,Apr,757213.0,133264.0
Furniture,Jan,255000.0,44779.0
Furniture,Jun,237741.0,41112.0
Technology,Nov,291557.0,52507.0
Technology,Mar,235736.0,41093.0
Technology,Feb,245045.0,39763.0
Furniture,Apr,277402.0,49027.0
Technology,Apr,340666.0,58365.0
Furniture,Dec,296102.0,54279.0
Office Supplies,May,814214.0,145535.0
Furniture,Jul,248287.0,42830.0
Furniture,May,254411.0,46838.0
