segment,month_name,total_sales,total_profit
Corporate,Oct,443851.0,76538.0
Home Office,Jul,282587.0,51056.0
Consumer,Jul,677103.0,117631.0
Corporate,Mar,366230.0,61241.0
Consumer,Nov,640451.0,110628.0
Home Office,Aug,230491.0,41390.0
Consumer,Aug,671222.0,119734.0
Corporate,Aug,369162.0,63796.0
Home Office,Apr,243070.0,42632.0
Consumer,Jun,664603.0,118223.0
Consumer,May,725818.0,127972.0
Home Office,Sep,227755.0,40562.0
Corporate,Jul,361996.0,64165.0
Corporate,Dec,469086.0,80117.0
Corporate,May,403552.0,71794.0
Corporate,Apr,426297.0,72986.0
Home Office,May,239549.0,44113.0
Home Office,Jan,236218.0,42975.0
Home Office,Jun,222457.0,40068.0
Consumer,Sep,672088.0,120556.0
Home Office,Mar,260677.0,43984.0
Consumer,Apr,729087.0,129439.0
Home Office,Nov,235321.0,41343.0
Home Office,Oct,258982.0,45846.0
Consumer,Dec,762363.0,138160.0
Corporate,Nov,423855.0,72728.0
Corporate,Sep,391506.0,67875.0
Corporate,Feb,406473.0,70144.0
Home Office,Feb,217565.0,39501.0
Consumer,Mar,745744.0,132029.0
Consumer,Oct,724956.0,126961.0
Corporate,Jan,510335.0,89434.0
Consumer,Jan,652499.0,113522.0
Corporate,Jun,407371.0,73630.0
Home Office,Dec,257004.0,44736.0
Consumer,Feb,627362.0,112131.0
