segment,month_name,total_sales,total_profit
Corporate,Oct,309471.0,54112.0
Home Office,Jul,192493.0,35379.0
Consumer,Jul,448032.0,80319.0
Corporate,Mar,272528.0,46036.0
Consumer,Nov,421492.0,73907.0
Home Office,Aug,155478.0,27247.0
Consumer,Aug,467170.0,84157.0
Corporate,Aug,268330.0,46262.0
Home Office,Apr,167186.0,30031.0
Consumer,Jun,449593.0,80153.0
Consumer,May,489620.0,87624.0
Home Office,Sep,141307.0,24872.0
Corporate,Jul,253577.0,46157.0
Corporate,Dec,330329.0,57638.0
Corporate,May,299330.0,52423.0
Corporate,Apr,297805.0,50909.0
Home Office,May,162577.0,29515.0
Home Office,Jan,169274.0,31273.0
Home Office,Jun,152259.0,28395.0
Consumer,Sep,480563.0,83920.0
Home Office,Mar,187895.0,29984.0
Consumer,Apr,503111.0,88571.0
Home Office,Nov,168254.0,29370.0
Home Office,Oct,186683.0,32804.0
Consumer,Dec,515432.0,92434.0
Corporate,Nov,327506.0,55102.0
Corporate,Sep,270008.0,48059.0
Corporate,Feb,275344.0,44972.0
Home Office,Feb,143459.0,25657.0
Consumer,Mar,512465.0,91538.0
Consumer,Oct,515408.0,92134.0
Corporate,Jan,347219.0,58181.0
Consumer,Jan,448115.0,79257.0
Corporate,Jun,301526.0,54864.0
Home Office,Dec,185886.0,32000.0
Consumer,Feb,429620.0,79222.0
