region,month_name,total_sales
South,Mar,242210.0
South,Jan,220778.0
East,Apr,378503.0
East,Nov,336650.0
Central,May,275387.0
East,Mar,355992.0
Central,Oct,272559.0
South,Nov,231206.0
Central,Apr,286709.0
South,Jul,165442.0
Central,Mar,310771.0
East,Jan,362024.0
West,Apr,378322.0
East,Sep,325169.0
South,Sep,210558.0
West,Aug,324894.0
Central,Nov,261539.0
South,Feb,214863.0
West,Mar,357277.0
South,Dec,237085.0
East,Feb,366527.0
West,Dec,432940.0
West,Sep,364193.0
Central,Sep,257517.0
South,Aug,208156.0
East,Jun,316057.0
West,Jan,399248.0
South,Apr,241501.0
Central,Dec,292943.0
West,Oct,370484.0
Central,Jun,261762.0
Central,Aug,297311.0
East,Oct,410926.0
West,Jun,356885.0
West,Jul,366217.0
West,Nov,371726.0
East,Dec,377521.0
South,Jun,227928.0
East,Jul,362477.0
East,May,358530.0
South,Oct,253176.0
Central,Jul,290790.0
Central,Jan,287473.0
East,Aug,328729.0
Central,Feb,290427.0
South,May,248099.0
West,May,362888.0
West,Feb,276208.0
