category,month,total_sales,total_profit
Furniture,Sep,260590.0,45380.0
Furniture,Oct,250386.0,44862.0
Furniture,Mar,284856.0,52254.0
Office Supplies,Feb,693456.0,123994.0
Technology,Jul,266760.0,45928.0
Office Supplies,Dec,747905.0,130155.0
Furniture,Aug,243860.0,43988.0
Office Supplies,Jul,694169.0,126045.0
Office Supplies,Jun,669659.0,121629.0
Technology,Sep,235317.0,42261.0
Technology,Dec,312543.0,55938.0
Technology,Jun,267237.0,49029.0
Office Supplies,Jan,770700.0,133920.0
Technology,Aug,242679.0,42705.0
Technology,Oct,305218.0,51719.0
Technology,Jan,259319.0,45909.0
Office Supplies,Mar,756491.0,127084.0
Office Supplies,Aug,671225.0,117799.0
Office Supplies,Sep,659488.0,117600.0
Office Supplies,Oct,750208.0,131439.0
Furniture,Nov,229544.0,39675.0
Office Supplies,Nov,695497.0,118042.0
Technology,May,241725.0,41279.0
Furniture,Feb,229400.0,42927.0
Office Supplies,Apr,704511.0,123846.0
Furniture,Jan,237485.0,41684.0
Furniture,Jun,224960.0,38959.0
Technology,Nov,275038.0,49154.0
Technology,Mar,213732.0,36994.0
Technology,Feb,223958.0,36521.0
Furniture,Apr,259974.0,45871.0
Technology,Apr,318815.0,54476.0
Furniture,Dec,278512.0,50811.0
Office Supplies,May,765829.0,137221.0
Furniture,Jul,223067.0,38205.0
Furniture,May,235682.0,43237.0
