region,month_name,total_sales
South,Mar,187916.0
South,Jan,168697.0
East,Apr,272350.0
East,Nov,253115.0
Central,May,206049.0
East,Mar,259332.0
Central,Oct,194236.0
South,Nov,170968.0
Central,Apr,210644.0
South,Jul,113668.0
Central,Mar,228030.0
East,Jan,277925.0
West,Apr,287152.0
East,Sep,236145.0
South,Sep,163833.0
West,Aug,239586.0
Central,Nov,189974.0
South,Feb,167319.0
West,Mar,266592.0
South,Dec,183120.0
East,Feb,249911.0
West,Dec,313833.0
West,Sep,269483.0
Central,Sep,192856.0
South,Aug,161594.0
East,Jun,244370.0
West,Jan,284272.0
South,Apr,154003.0
Central,Dec,203450.0
West,Oct,267711.0
Central,Jun,190934.0
Central,Aug,212287.0
East,Oct,315966.0
West,Jun,276017.0
West,Jul,279494.0
West,Nov,273707.0
East,Dec,273245.0
South,Jun,153559.0
East,Jul,256970.0
East,May,264221.0
South,Oct,193427.0
Central,Jul,213477.0
Central,Jan,196234.0
East,Aug,254764.0
Central,Feb,217423.0
South,May,184676.0
West,May,261224.0
West,Feb,189882.0
