category,month,total_sales,total_profit
Furniture,Sep,257958.0,44895.0
Furniture,Oct,241632.0,42928.0
Furniture,Mar,279766.0,51344.0
Office Supplies,Feb,662584.0,117838.0
Technology,Jul,261478.0,45208.0
Office Supplies,Dec,735857.0,127855.0
Furniture,Aug,237560.0,43083.0
Office Supplies,Jul,681757.0,123938.0
Office Supplies,Jun,650200.0,118869.0
Technology,Sep,231551.0,41773.0
Technology,Dec,307324.0,54868.0
Technology,Jun,263460.0,48377.0
Office Supplies,Jan,758164.0,131663.0
Technology,Aug,235871.0,41520.0
Technology,Oct,291024.0,50253.0
Technology,Jan,255681.0,45318.0
Office Supplies,Mar,734656.0,123656.0
Office Supplies,Aug,659003.0,115847.0
Office Supplies,Sep,643512.0,114472.0
Office Supplies,Oct,733101.0,128717.0
Furniture,Nov,224776.0,38872.0
Office Supplies,Nov,680841.0,115661.0
Technology,May,237764.0,40531.0
Furniture,Feb,204439.0,38185.0
Office Supplies,Apr,692465.0,121722.0
Furniture,Jan,233887.0,41076.0
Furniture,Jun,217696.0,37948.0
Technology,Nov,269061.0,48154.0
Technology,Mar,212016.0,36668.0
Technology,Feb,219535.0,35922.0
Furniture,Apr,244122.0,43321.0
Technology,Apr,314374.0,53588.0
Furniture,Dec,273605.0,49815.0
Office Supplies,May,753861.0,135063.0
Furniture,Jul,219697.0,37465.0
Furniture,May,231019.0,42406.0
