segment,month_name,total_sales,total_profit
Corporate,Oct,418456.0,71711.0
Home Office,Jul,256234.0,46483.0
Consumer,Jul,605149.0,106359.0
Corporate,Mar,342651.0,57085.0
Consumer,Nov,597553.0,102774.0
Home Office,Aug,209636.0,37863.0
Consumer,Aug,616932.0,109576.0
Corporate,Aug,341284.0,58714.0
Home Office,Apr,221965.0,38925.0
Consumer,Jun,589613.0,106354.0
Consumer,May,656353.0,116125.0
Home Office,Sep,203565.0,35957.0
Corporate,Jul,342808.0,60609.0
Corporate,Dec,422099.0,73115.0
Corporate,May,372504.0,66263.0
Corporate,Apr,407932.0,69625.0
Home Office,May,227635.0,41819.0
Home Office,Jan,219809.0,40382.0
Home Office,Jun,207434.0,37774.0
Consumer,Sep,619197.0,109846.0
Home Office,Mar,247205.0,41498.0
Consumer,Apr,666501.0,117720.0
Home Office,Nov,218172.0,38095.0
Home Office,Oct,240600.0,42615.0
Consumer,Dec,699028.0,127332.0
Corporate,Nov,396461.0,68285.0
Corporate,Sep,347179.0,61804.0
Corporate,Feb,385211.0,66187.0
Home Office,Feb,196006.0,35749.0
Consumer,Mar,682248.0,121025.0
Consumer,Oct,652878.0,114593.0
Corporate,Jan,463788.0,79380.0
Consumer,Jan,593728.0,103190.0
Corporate,Jun,375309.0,67289.0
Home Office,Dec,236585.0,40621.0
Consumer,Feb,573879.0,103152.0
