category,month,total_sales,total_profit
Furniture,Sep,192784.0,32293.0
Furniture,Oct,180672.0,33517.0
Furniture,Mar,217903.0,40046.0
Office Supplies,Feb,514624.0,90938.0
Technology,Jul,189124.0,33313.0
Office Supplies,Dec,565721.0,98172.0
Furniture,Aug,176469.0,31668.0
Office Supplies,Jul,513053.0,94672.0
Office Supplies,Jun,491743.0,90578.0
Technology,Sep,162954.0,29151.0
Technology,Dec,224104.0,39573.0
Technology,Jun,204447.0,37168.0
Office Supplies,Jan,560220.0,97111.0
Technology,Aug,190292.0,33347.0
Technology,Oct,234370.0,40144.0
Technology,Jan,187930.0,34293.0
Office Supplies,Mar,555041.0,93848.0
Office Supplies,Aug,496884.0,88168.0
Office Supplies,Sep,493906.0,87580.0
Office Supplies,Oct,550695.0,97644.0
Furniture,Nov,173808.0,29432.0
Office Supplies,Nov,503529.0,86560.0
Technology,May,180059.0,30037.0
Furniture,Feb,146946.0,27336.0
Office Supplies,Apr,500665.0,88531.0
Furniture,Jan,174009.0,30284.0
Furniture,Jun,165550.0,27379.0
Technology,Nov,204671.0,35685.0
Technology,Mar,166821.0,28273.0
Technology,Feb,160444.0,27199.0
Furniture,Apr,195867.0,34922.0
Technology,Apr,224567.0,38117.0
Furniture,Dec,179854.0,32085.0
Office Supplies,May,559909.0,100246.0
Furniture,Jul,155703.0,27357.0
Furniture,May,172282.0,31947.0
