region,month_name,total_sales
South,Mar,188443.0
South,Jan,172262.0
East,Apr,273001.0
East,Nov,253408.0
Central,May,206909.0
East,Mar,260263.0
Central,Oct,196569.0
South,Nov,172977.0
Central,Apr,212289.0
South,Jul,115642.0
Central,Mar,229113.0
East,Jan,278820.0
West,Apr,288991.0
East,Sep,238232.0
South,Sep,167692.0
West,Aug,240050.0
Central,Nov,190887.0
South,Feb,168588.0
West,Mar,267825.0
South,Dec,184702.0
East,Feb,255334.0
West,Dec,319650.0
West,Sep,272728.0
Central,Sep,193475.0
South,Aug,165279.0
East,Jun,246718.0
West,Jan,290350.0
South,Apr,157773.0
Central,Dec,204290.0
West,Oct,271273.0
Central,Jun,201907.0
Central,Aug,213007.0
East,Oct,316833.0
West,Jun,280141.0
West,Jul,281069.0
West,Nov,274357.0
East,Dec,275164.0
South,Jun,155303.0
East,Jul,260370.0
East,May,266532.0
South,Oct,194768.0
Central,Jul,213720.0
Central,Jan,198486.0
East,Aug,256782.0
Central,Feb,219329.0
South,May,186002.0
West,May,265363.0
West,Feb,191604.0
