region,month_name,total_sales
South,Mar,245931.0
South,Jan,223714.0
East,Apr,387658.0
East,Nov,346849.0
Central,May,280910.0
East,Mar,365461.0
Central,Oct,279761.0
South,Nov,236626.0
Central,Apr,300105.0
South,Jul,173057.0
Central,Mar,317433.0
East,Jan,378446.0
West,Apr,390262.0
East,Sep,339857.0
South,Sep,214545.0
West,Aug,335489.0
Central,Nov,267445.0
South,Feb,217354.0
West,Mar,367553.0
South,Dec,241033.0
East,Feb,375408.0
West,Dec,452634.0
West,Sep,384713.0
Central,Sep,263035.0
South,Aug,213500.0
East,Jun,338368.0
West,Jan,412154.0
South,Apr,245176.0
Central,Dec,311910.0
West,Oct,380033.0
Central,Jun,272147.0
Central,Aug,306607.0
East,Oct,417225.0
West,Jun,368871.0
West,Jul,374419.0
West,Nov,384362.0
East,Dec,394558.0
South,Jun,230799.0
East,Jul,383680.0
East,May,368798.0
South,Oct,257124.0
Central,Jul,312035.0
Central,Jan,294012.0
East,Aug,337497.0
Central,Feb,300294.0
South,May,257890.0
West,May,371935.0
West,Feb,284069.0
