region,month_name,total_sales
South,Mar,156996.0
Central,Sep,168461.0
South,Aug,136371.0
South,Jan,136886.0
East,Jun,184057.0
West,Jan,243034.0
South,Apr,127922.0
East,Apr,215749.0
East,Nov,217456.0
Central,Dec,168288.0
West,Oct,234119.0
Central,May,182902.0
Central,Jun,165283.0
East,Mar,216112.0
Central,Aug,173344.0
East,Oct,269915.0
Central,Oct,175172.0
South,Nov,135205.0
West,Jun,209434.0
Central,Apr,186846.0
South,Jul,97280.0
West,Jul,221728.0
West,Nov,236733.0
Central,Mar,211138.0
East,Jan,230208.0
West,Apr,219039.0
East,Sep,203676.0
East,Dec,235938.0
South,Jun,123777.0
East,Jul,205763.0
East,May,219645.0
South,Sep,136108.0
West,Aug,209125.0
South,Oct,164027.0
Central,Jul,173486.0
Central,Jan,162493.0
East,Aug,215062.0
Central,Nov,159849.0
South,Feb,148167.0
West,Mar,230445.0
Central,Feb,179015.0
South,Dec,156670.0
East,Feb,216209.0
South,May,158548.0
West,Dec,274417.0
West,Sep,205340.0
West,May,211298.0
West,Feb,162329.0
