category,month,total_sales,total_profit
Furniture,Sep,268784.0,46538.0
Furniture,Oct,259227.0,46452.0
Furniture,Mar,295389.0,54305.0
Office Supplies,Feb,713029.0,127326.0
Technology,Jul,292213.0,49774.0
Office Supplies,Dec,789328.0,136737.0
Furniture,Aug,252814.0,45549.0
Office Supplies,Jul,722059.0,130692.0
Office Supplies,Jun,694309.0,125844.0
Technology,Sep,240998.0,43117.0
Technology,Dec,330185.0,60111.0
Technology,Jun,291961.0,53066.0
Office Supplies,Jan,792005.0,137425.0
Technology,Aug,251265.0,44469.0
Technology,Oct,312281.0,53043.0
Technology,Jan,276517.0,48864.0
Office Supplies,Mar,774842.0,130509.0
Office Supplies,Aug,697440.0,122577.0
Office Supplies,Sep,699459.0,123718.0
Office Supplies,Oct,779230.0,135591.0
Furniture,Nov,240024.0,41474.0
Office Supplies,Nov,720166.0,122979.0
Technology,May,249940.0,42871.0
Furniture,Feb,237936.0,44461.0
Office Supplies,Apr,726445.0,127476.0
Furniture,Jan,244922.0,42778.0
Furniture,Jun,233309.0,40381.0
Technology,Nov,286209.0,51506.0
Technology,Mar,230753.0,40179.0
Technology,Feb,233703.0,38218.0
Furniture,Apr,268433.0,47425.0
Technology,Apr,333325.0,57011.0
Furniture,Dec,286505.0,52215.0
Office Supplies,May,790642.0,141366.0
Furniture,Jul,241701.0,41503.0
Furniture,May,246321.0,45381.0
