region,month_name,total_sales
South,Mar,155117.0
Central,Sep,165893.0
South,Aug,133894.0
South,Jan,135978.0
East,Jun,181581.0
West,Jan,234606.0
South,Apr,124843.0
East,Apr,211845.0
East,Nov,213499.0
Central,Dec,165683.0
West,Oct,228909.0
Central,May,180994.0
Central,Jun,159913.0
East,Mar,210373.0
Central,Aug,167070.0
East,Oct,256115.0
Central,Oct,166003.0
South,Nov,134555.0
West,Jun,203631.0
Central,Apr,183294.0
South,Jul,96315.0
West,Jul,218589.0
West,Nov,231902.0
Central,Mar,207580.0
East,Jan,225094.0
West,Apr,213777.0
East,Sep,199188.0
East,Dec,228941.0
South,Jun,121876.0
East,Jul,200335.0
East,May,215467.0
South,Sep,135064.0
West,Aug,200124.0
South,Oct,161806.0
Central,Jul,171160.0
Central,Jan,160710.0
East,Aug,211296.0
Central,Nov,157028.0
South,Feb,147223.0
West,Mar,215260.0
Central,Feb,176379.0
South,Dec,155702.0
East,Feb,206499.0
South,May,154387.0
West,Dec,269104.0
West,Sep,201122.0
West,May,197460.0
West,Feb,159160.0
