state,total_sales,total_customers
Alabama,49565.0,13
Arizona,297571.0,58
Arkansas,54031.0,4
California,2013013.0,382
Colorado,238372.0,47
Connecticut,79529.0,18
Delaware,74040.0,12
District of Columbia,5512.0,1
Florida,381532.0,64
Georgia,130709.0,42
Illinois,437752.0,93
Indiana,120959.0,24
Iowa,17467.0,6
Kansas,36327.0,4
Kentucky,251899.0,36
Louisiana,55760.0,21
Maryland,33396.0,7
Massachusetts,121551.0,24
Michigan,206865.0,35
Minnesota,163600.0,22
Mississippi,57075.0,9
Missouri,65652.0,18
Nebraska,1395.0,2
Nevada,15686.0,9
New Hampshire,24215.0,5
New Jersey,169573.0,29
New Mexico,4889.0,6
New York,1027618.0,207
North Carolina,291852.0,66
Ohio,516066.0,107
Oklahoma,39766.0,7
Oregon,34607.0,3
Pennsylvania,552654.0,110
Rhode Island,52949.0,7
South Dakota,1438.0,3
Tennessee,162083.0,32
Texas,990143.0,172
Utah,62786.0,16
Virginia,223529.0,43
Washington,459658.0,106
Wisconsin,68702.0,21
