region,month_name,total_sales
South,Mar,250981.0
South,Jan,241273.0
East,Apr,397377.0
East,Nov,357370.0
Central,May,292272.0
East,Mar,372836.0
Central,Oct,291058.0
South,Nov,240882.0
Central,Apr,314162.0
South,Jul,178978.0
Central,Mar,327279.0
East,Jan,387603.0
West,Apr,402949.0
East,Sep,360143.0
South,Sep,218282.0
West,Aug,345923.0
Central,Nov,276268.0
South,Feb,228933.0
West,Mar,375353.0
South,Dec,245627.0
East,Feb,390983.0
West,Dec,462325.0
West,Sep,395415.0
Central,Sep,268339.0
South,Aug,219181.0
East,Jun,347262.0
West,Jan,422523.0
South,Apr,249551.0
Central,Dec,320092.0
West,Oct,397938.0
Central,Jun,291487.0
Central,Aug,311960.0
East,Oct,423461.0
West,Jun,377829.0
West,Jul,389633.0
West,Nov,392117.0
East,Dec,410796.0
South,Jun,235629.0
East,Jul,393126.0
East,May,377903.0
South,Oct,279276.0
Central,Jul,325041.0
Central,Jan,301001.0
East,Aug,352083.0
Central,Feb,308312.0
South,May,265716.0
West,May,380462.0
West,Feb,289414.0
