state,total_sales,total_customers
Alabama,95914.0,70
Arizona,446602.0,190
Arkansas,62126.0,13
California,2934619.0,1270
Colorado,358620.0,154
Connecticut,104494.0,47
Delaware,112361.0,51
District of Columbia,7388.0,3
Florida,515169.0,198
Georgia,242519.0,138
Illinois,747206.0,331
Indiana,174393.0,76
Iowa,34838.0,27
Kansas,40053.0,8
Kentucky,345869.0,93
Louisiana,81802.0,49
Maryland,46921.0,24
Massachusetts,185304.0,84
Michigan,316250.0,125
Minnesota,263062.0,99
Mississippi,85824.0,43
Missouri,93977.0,49
Nebraska,8416.0,10
Nevada,29258.0,23
New Hampshire,32445.0,17
New Jersey,227063.0,86
New Mexico,16505.0,20
New York,1550597.0,673
North Carolina,450724.0,240
Ohio,692014.0,295
Oklahoma,66665.0,28
Oregon,55702.0,15
Pennsylvania,821939.0,390
Rhode Island,73543.0,30
South Dakota,19109.0,9
Tennessee,214493.0,92
Texas,1435623.0,596
Utah,101281.0,44
Virginia,289735.0,117
Washington,675215.0,304
Wisconsin,109486.0,60
