category,month,total_sales,total_profit
Furniture,Sep,231326.0,39614.0
Furniture,Oct,211568.0,38751.0
Furniture,Mar,266041.0,48710.0
Office Supplies,Feb,600208.0,106316.0
Technology,Jul,234447.0,40139.0
Office Supplies,Dec,666302.0,115930.0
Furniture,Aug,220717.0,40256.0
Office Supplies,Jul,609122.0,110864.0
Office Supplies,Jun,574969.0,104955.0
Technology,Sep,202016.0,36696.0
Technology,Dec,279376.0,50169.0
Technology,Jun,239000.0,43627.0
Office Supplies,Jan,679846.0,117409.0
Technology,Aug,213593.0,37635.0
Technology,Oct,261861.0,44752.0
Technology,Jan,222769.0,40544.0
Office Supplies,Mar,662001.0,111528.0
Office Supplies,Aug,592732.0,104508.0
Office Supplies,Sep,588359.0,104786.0
Office Supplies,Oct,667425.0,116957.0
Furniture,Nov,204156.0,35213.0
Office Supplies,Nov,593296.0,100832.0
Technology,May,214442.0,36230.0
Furniture,Feb,173989.0,32344.0
Office Supplies,Apr,622832.0,108701.0
Furniture,Jan,203724.0,35338.0
Furniture,Jun,200320.0,34643.0
Technology,Nov,251214.0,45182.0
Technology,Mar,192416.0,33143.0
Technology,Feb,198639.0,32617.0
Furniture,Apr,220039.0,39353.0
Technology,Apr,280312.0,48026.0
Furniture,Dec,252847.0,46375.0
Office Supplies,May,680825.0,122389.0
Furniture,Jul,191481.0,33921.0
Furniture,May,207567.0,38467.0
