state,total_sales,total_customers
Alabama,93036.0,67
Arizona,422354.0,175
Arkansas,62126.0,13
California,2885532.0,1212
Colorado,355083.0,149
Connecticut,101055.0,44
Delaware,111623.0,49
District of Columbia,7388.0,3
Florida,507975.0,188
Georgia,237176.0,135
Illinois,714056.0,314
Indiana,173353.0,74
Iowa,34838.0,27
Kansas,39692.0,7
Kentucky,343609.0,90
Louisiana,80320.0,48
Maryland,46921.0,24
Massachusetts,182363.0,79
Michigan,311573.0,120
Minnesota,256807.0,93
Mississippi,83292.0,41
Missouri,93828.0,48
Nebraska,8416.0,10
Nevada,27240.0,21
New Hampshire,31227.0,16
New Jersey,225565.0,83
New Mexico,16111.0,19
New York,1506685.0,633
North Carolina,437358.0,227
Ohio,679987.0,279
Oklahoma,63133.0,26
Oregon,54549.0,14
Pennsylvania,804734.0,368
Rhode Island,70704.0,27
South Dakota,19109.0,9
Tennessee,212399.0,89
Texas,1401973.0,575
Utah,99182.0,42
Virginia,282688.0,111
Washington,660834.0,293
Wisconsin,109015.0,58
