segment,month_name,total_sales,total_profit
Corporate,Oct,352605.0,61762.0
Home Office,Jul,221464.0,40743.0
Consumer,Jul,532990.0,93458.0
Corporate,Mar,308431.0,52369.0
Consumer,Nov,507139.0,87307.0
Home Office,Aug,191655.0,34509.0
Consumer,Aug,553288.0,98959.0
Corporate,Aug,310865.0,53462.0
Home Office,Apr,202843.0,35408.0
Consumer,Jun,529783.0,95248.0
Consumer,May,585096.0,103890.0
Home Office,Sep,173325.0,30425.0
Corporate,Jul,302418.0,54419.0
Corporate,Dec,384120.0,66670.0
Corporate,May,341990.0,60766.0
Corporate,Apr,343160.0,59313.0
Home Office,May,205215.0,37572.0
Home Office,Jan,200600.0,37134.0
Home Office,Jun,180743.0,33180.0
Consumer,Sep,553818.0,98280.0
Home Office,Mar,223979.0,37012.0
Consumer,Apr,601761.0,105934.0
Home Office,Nov,197549.0,34807.0
Home Office,Oct,218242.0,38538.0
Consumer,Dec,629160.0,113792.0
Corporate,Nov,367318.0,63266.0
Corporate,Sep,313561.0,56057.0
Corporate,Feb,317912.0,52394.0
Home Office,Feb,173689.0,31387.0
Consumer,Mar,604440.0,106791.0
Consumer,Oct,589387.0,103637.0
Corporate,Jan,408939.0,69036.0
Consumer,Jan,528383.0,93122.0
Corporate,Jun,338262.0,61339.0
Home Office,Dec,217205.0,37502.0
Consumer,Feb,511181.0,93355.0
