category,month,total_sales,total_profit
Furniture,Sep,214842.0,36562.0
Furniture,Oct,203350.0,37574.0
Furniture,Mar,246063.0,45058.0
Office Supplies,Feb,576484.0,102034.0
Technology,Jul,211936.0,36600.0
Office Supplies,Dec,631866.0,109930.0
Furniture,Aug,209870.0,38205.0
Office Supplies,Jul,578354.0,105172.0
Office Supplies,Jun,550457.0,101097.0
Technology,Sep,194281.0,35383.0
Technology,Dec,268542.0,48137.0
Technology,Jun,227410.0,41652.0
Office Supplies,Jan,645704.0,111553.0
Technology,Aug,204724.0,35722.0
Technology,Oct,252968.0,43234.0
Technology,Jan,211280.0,38397.0
Office Supplies,Mar,620681.0,103715.0
Office Supplies,Aug,567613.0,99979.0
Office Supplies,Sep,549803.0,97199.0
Office Supplies,Oct,630003.0,111069.0
Furniture,Nov,194860.0,33433.0
Office Supplies,Nov,574196.0,97353.0
Technology,May,203135.0,33774.0
Furniture,Feb,165984.0,31032.0
Office Supplies,Apr,585629.0,101889.0
Furniture,Jan,194022.0,33765.0
Furniture,Jun,190864.0,32901.0
Technology,Nov,240168.0,42783.0
Technology,Mar,183173.0,31268.0
Technology,Feb,193335.0,31647.0
Furniture,Apr,212301.0,37787.0
Technology,Apr,273062.0,46869.0
Furniture,Dec,241224.0,44390.0
Office Supplies,May,637987.0,114546.0
Furniture,Jul,182028.0,32353.0
Furniture,May,196354.0,36493.0
