segment,month_name,total_sales,total_profit
Corporate,Oct,375538.0,65584.0
Home Office,Jul,229818.0,42417.0
Consumer,Jul,551575.0,96321.0
Corporate,Mar,315752.0,53853.0
Consumer,Nov,535423.0,92315.0
Home Office,Aug,198274.0,35867.0
Consumer,Aug,574136.0,102566.0
Corporate,Aug,321412.0,55418.0
Home Office,Apr,209299.0,36437.0
Consumer,Jun,544570.0,97932.0
Consumer,May,614110.0,108949.0
Home Office,Sep,187737.0,32914.0
Corporate,Jul,322629.0,56767.0
Corporate,Dec,401940.0,69585.0
Corporate,May,351240.0,62474.0
Corporate,Apr,366220.0,62969.0
Home Office,May,214704.0,39301.0
Home Office,Jan,206082.0,38010.0
Home Office,Jun,186380.0,34412.0
Consumer,Sep,571673.0,101255.0
Home Office,Mar,231158.0,38420.0
Consumer,Apr,621376.0,109593.0
Home Office,Nov,203167.0,35721.0
Home Office,Oct,226995.0,40118.0
Consumer,Dec,647659.0,116990.0
Corporate,Nov,374518.0,64474.0
Corporate,Sep,326360.0,58183.0
Corporate,Feb,336232.0,55819.0
Home Office,Feb,181425.0,32870.0
Consumer,Mar,622602.0,110156.0
Consumer,Oct,610137.0,107569.0
Corporate,Jan,428927.0,72412.0
Consumer,Jan,543529.0,95483.0
Corporate,Jun,350199.0,63431.0
Home Office,Dec,223863.0,38414.0
Consumer,Feb,524106.0,95570.0
