region,month_name,total_sales
South,Mar,152372.0
Central,Sep,152023.0
South,Aug,132060.0
South,Jan,135012.0
East,Jun,175624.0
West,Jan,230882.0
South,Apr,114908.0
East,Apr,208704.0
East,Nov,209620.0
Central,Dec,162935.0
West,Oct,223326.0
Central,May,177985.0
Central,Jun,154454.0
East,Mar,200868.0
Central,Aug,163893.0
East,Oct,252832.0
Central,Oct,163685.0
South,Nov,132940.0
West,Jun,195793.0
Central,Apr,180937.0
South,Jul,95681.0
West,Jul,212497.0
West,Nov,225034.0
Central,Mar,203775.0
East,Jan,221389.0
West,Apr,209547.0
East,Sep,187619.0
East,Dec,222293.0
South,Jun,119680.0
East,Jul,192040.0
East,May,211986.0
South,Sep,133160.0
West,Aug,194925.0
South,Oct,156404.0
Central,Jul,168251.0
Central,Jan,155976.0
East,Aug,206715.0
Central,Nov,154073.0
South,Feb,147006.0
West,Mar,213291.0
Central,Feb,163374.0
South,Dec,154403.0
East,Feb,203362.0
South,May,152827.0
West,Dec,265764.0
West,Sep,188893.0
West,May,195173.0
West,Feb,155878.0
