category,month,total_sales,total_profit
Furniture,Sep,188329.0,31532.0
Furniture,Oct,178796.0,33164.0
Furniture,Mar,215158.0,39527.0
Office Supplies,Feb,501447.0,88435.0
Technology,Jul,185021.0,32695.0
Office Supplies,Dec,556159.0,96742.0
Furniture,Aug,174703.0,31310.0
Office Supplies,Jul,497730.0,91507.0
Office Supplies,Jun,475373.0,87319.0
Technology,Sep,160741.0,28757.0
Technology,Dec,218228.0,38600.0
Technology,Jun,201322.0,36611.0
Office Supplies,Jan,552296.0,95603.0
Technology,Aug,183486.0,32195.0
Technology,Oct,230252.0,39417.0
Technology,Jan,184678.0,33814.0
Office Supplies,Mar,551487.0,93254.0
Office Supplies,Aug,484322.0,86227.0
Office Supplies,Sep,485890.0,86533.0
Office Supplies,Oct,546034.0,96744.0
Furniture,Nov,173121.0,29337.0
Office Supplies,Nov,496307.0,85355.0
Technology,May,176497.0,29608.0
Furniture,Feb,145336.0,27075.0
Office Supplies,Apr,486650.0,86270.0
Furniture,Jan,171854.0,29863.0
Furniture,Jun,163946.0,27133.0
Technology,Nov,202010.0,35154.0
Technology,Mar,163247.0,27640.0
Technology,Feb,158606.0,26844.0
Furniture,Apr,192835.0,34399.0
Technology,Apr,220081.0,37318.0
Furniture,Dec,179230.0,31966.0
Office Supplies,May,544683.0,97310.0
Furniture,Jul,152420.0,26723.0
Furniture,May,170888.0,31700.0
