state,total_sales,total_customers
Alabama,49565.0,13
Arizona,299436.0,62
Arkansas,54031.0,4
California,2045502.0,414
Colorado,239236.0,48
Connecticut,79529.0,18
Delaware,74928.0,13
District of Columbia,5512.0,1
Florida,385096.0,67
Georgia,132731.0,44
Illinois,441780.0,98
Indiana,122298.0,25
Iowa,20009.0,9
Kansas,36327.0,4
Kentucky,251899.0,36
Louisiana,55873.0,22
Maryland,33396.0,7
Massachusetts,124455.0,26
Michigan,208938.0,37
Minnesota,165151.0,24
Mississippi,59142.0,10
Missouri,66760.0,19
Nebraska,1395.0,2
Nevada,16288.0,11
New Hampshire,24215.0,5
New Jersey,170773.0,31
New Mexico,4889.0,6
New York,1031571.0,215
North Carolina,295916.0,71
Ohio,516277.0,109
Oklahoma,40230.0,8
Oregon,34607.0,3
Pennsylvania,561208.0,117
Rhode Island,52949.0,7
South Dakota,1438.0,3
Tennessee,162942.0,34
Texas,1005516.0,191
Utah,62786.0,16
Virginia,226460.0,45
Washington,462202.0,110
Wisconsin,69385.0,23
