state,total_sales,total_customers
Alabama,72832.0,45
Arizona,343887.0,117
Arkansas,57876.0,7
California,2427399.0,779
Colorado,288439.0,94
Connecticut,87660.0,31
Delaware,102223.0,31
District of Columbia,7388.0,3
Florida,455677.0,133
Georgia,177087.0,93
Illinois,572116.0,197
Indiana,141800.0,51
Iowa,30771.0,20
Kansas,37564.0,5
Kentucky,302766.0,59
Louisiana,65782.0,32
Maryland,42519.0,16
Massachusetts,167752.0,64
Michigan,254801.0,75
Minnesota,218708.0,54
Mississippi,66519.0,21
Missouri,79225.0,32
Nebraska,6313.0,8
Nevada,25419.0,17
New Hampshire,28444.0,13
New Jersey,197979.0,57
New Mexico,11361.0,15
New York,1256815.0,418
North Carolina,381001.0,159
Ohio,586514.0,194
Oklahoma,46361.0,16
Oregon,40053.0,11
Pennsylvania,687587.0,238
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,197136.0,67
Texas,1219192.0,395
Utah,83144.0,28
Virginia,259902.0,81
Washington,578280.0,204
Wisconsin,91228.0,38
