state,total_sales,total_customers
Alabama,68461.0,40
Arizona,341420.0,114
Arkansas,57876.0,7
California,2373119.0,722
Colorado,269249.0,81
Connecticut,83256.0,26
Delaware,89225.0,27
District of Columbia,7388.0,3
Florida,448326.0,125
Georgia,169026.0,83
Illinois,545757.0,184
Indiana,135735.0,45
Iowa,29661.0,18
Kansas,37564.0,5
Kentucky,291706.0,55
Louisiana,64546.0,30
Maryland,41327.0,15
Massachusetts,157756.0,53
Michigan,249600.0,68
Minnesota,197114.0,48
Mississippi,64728.0,20
Missouri,76456.0,28
Nebraska,6313.0,8
Nevada,25100.0,16
New Hampshire,27303.0,11
New Jersey,189721.0,51
New Mexico,10151.0,14
New York,1227430.0,385
North Carolina,359871.0,139
Ohio,574893.0,179
Oklahoma,45742.0,15
Oregon,38623.0,8
Pennsylvania,655992.0,212
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,193813.0,63
Texas,1177979.0,362
Utah,83144.0,28
Virginia,250698.0,72
Washington,563100.0,188
Wisconsin,86094.0,34
