region,month_name,total_sales
South,Mar,249242.0
South,Jan,237545.0
East,Apr,392091.0
East,Nov,353690.0
Central,May,288950.0
East,Mar,370629.0
Central,Oct,289528.0
South,Nov,239827.0
Central,Apr,304500.0
South,Jul,176403.0
Central,Mar,326471.0
East,Jan,382076.0
West,Apr,394807.0
East,Sep,345073.0
South,Sep,217546.0
West,Aug,340597.0
Central,Nov,274193.0
South,Feb,219416.0
West,Mar,370572.0
South,Dec,243365.0
East,Feb,381396.0
West,Dec,458193.0
West,Sep,391200.0
Central,Sep,267464.0
South,Aug,217198.0
East,Jun,343432.0
West,Jan,417891.0
South,Apr,247812.0
Central,Dec,317122.0
West,Oct,384512.0
Central,Jun,289605.0
Central,Aug,309961.0
East,Oct,420574.0
West,Jun,375158.0
West,Jul,383481.0
West,Nov,387553.0
East,Dec,399414.0
South,Jun,235306.0
East,Jul,388898.0
East,May,371025.0
South,Oct,270934.0
Central,Jul,322289.0
Central,Jan,299529.0
East,Aug,345288.0
Central,Feb,306651.0
South,May,262563.0
West,May,375384.0
West,Feb,287602.0
