category,month,total_sales,total_profit
Furniture,Sep,193564.0,32438.0
Furniture,Oct,181600.0,33611.0
Furniture,Mar,218436.0,40121.0
Office Supplies,Feb,516554.0,91150.0
Technology,Jul,189381.0,33347.0
Office Supplies,Dec,572100.0,99358.0
Furniture,Aug,176469.0,31668.0
Office Supplies,Jul,516356.0,95210.0
Office Supplies,Jun,493167.0,90872.0
Technology,Sep,174511.0,31853.0
Technology,Dec,226771.0,39982.0
Technology,Jun,205776.0,37399.0
Office Supplies,Jan,564869.0,98028.0
Technology,Aug,192326.0,33612.0
Technology,Oct,234772.0,40213.0
Technology,Jan,190409.0,34808.0
Office Supplies,Mar,555918.0,94059.0
Office Supplies,Aug,500564.0,88594.0
Office Supplies,Sep,496278.0,87955.0
Office Supplies,Oct,557232.0,98837.0
Furniture,Nov,174528.0,29527.0
Office Supplies,Nov,507447.0,87282.0
Technology,May,182417.0,30360.0
Furniture,Feb,148160.0,27547.0
Office Supplies,Apr,505364.0,89494.0
Furniture,Jan,175046.0,30497.0
Furniture,Jun,168178.0,27955.0
Technology,Nov,206982.0,36032.0
Technology,Mar,168791.0,28590.0
Technology,Feb,161662.0,27368.0
Furniture,Apr,195943.0,34932.0
Technology,Apr,225460.0,38357.0
Furniture,Dec,180082.0,32138.0
Office Supplies,May,562041.0,100616.0
Furniture,Jul,158528.0,27941.0
Furniture,May,173514.0,32123.0
