state,total_sales,total_customers
Alabama,66983.0,38
Arizona,340109.0,111
Arkansas,57876.0,7
California,2330546.0,687
Colorado,267576.0,79
Connecticut,83139.0,25
Delaware,86877.0,26
District of Columbia,6729.0,2
Florida,440009.0,118
Georgia,162848.0,78
Illinois,533628.0,179
Indiana,134344.0,42
Iowa,29334.0,17
Kansas,37564.0,5
Kentucky,291706.0,55
Louisiana,59927.0,26
Maryland,41327.0,15
Massachusetts,157756.0,53
Michigan,239205.0,65
Minnesota,195900.0,46
Mississippi,63908.0,19
Missouri,75959.0,27
Nebraska,6313.0,8
Nevada,25100.0,16
New Hampshire,27303.0,11
New Jersey,188706.0,49
New Mexico,8979.0,12
New York,1217951.0,371
North Carolina,351398.0,132
Ohio,564981.0,169
Oklahoma,45216.0,13
Oregon,38623.0,8
Pennsylvania,645702.0,202
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,190931.0,60
Texas,1152139.0,350
Utah,82768.0,27
Virginia,248225.0,70
Washington,555651.0,181
Wisconsin,85551.0,33
