region,month_name,total_sales
South,Mar,257728.0
South,Jan,245818.0
East,Apr,403257.0
East,Nov,362678.0
Central,May,299003.0
East,Mar,388209.0
Central,Oct,299676.0
South,Nov,246740.0
Central,Apr,320027.0
South,Jul,184893.0
Central,Mar,337544.0
East,Jan,398916.0
West,Apr,416531.0
East,Sep,376026.0
South,Sep,222717.0
West,Aug,354477.0
Central,Nov,286467.0
South,Feb,233612.0
West,Mar,383718.0
South,Dec,260374.0
East,Feb,398726.0
West,Dec,477409.0
West,Sep,410583.0
Central,Sep,273288.0
South,Aug,235318.0
East,Jun,358587.0
West,Jan,437683.0
South,Apr,253267.0
Central,Dec,328053.0
West,Oct,408104.0
Central,Jun,298918.0
Central,Aug,318801.0
East,Oct,427867.0
West,Jun,390737.0
West,Jul,395943.0
West,Nov,398787.0
East,Dec,415389.0
South,Jun,240749.0
East,Jul,402705.0
East,May,391180.0
South,Oct,284505.0
Central,Jul,331457.0
Central,Jan,308510.0
East,Aug,358975.0
Central,Feb,316866.0
South,May,273599.0
West,May,398048.0
West,Feb,296722.0
