region,month_name,total_sales
South,Mar,209085.0
South,Jan,191357.0
East,Apr,323676.0
East,Nov,291091.0
Central,May,237214.0
East,Mar,298339.0
Central,Oct,220748.0
South,Nov,191850.0
Central,Apr,246198.0
South,Jul,133852.0
Central,Mar,260792.0
East,Jan,308759.0
West,Apr,323968.0
East,Sep,283471.0
South,Sep,186065.0
West,Aug,278077.0
Central,Nov,216318.0
South,Feb,180517.0
West,Mar,306486.0
South,Dec,202587.0
East,Feb,299278.0
West,Dec,383667.0
West,Sep,300609.0
Central,Sep,214001.0
South,Aug,183874.0
East,Jun,280381.0
West,Jan,336609.0
South,Apr,198478.0
Central,Dec,244816.0
West,Oct,311584.0
Central,Jun,220483.0
Central,Aug,259685.0
East,Oct,357185.0
West,Jun,312542.0
West,Jul,318373.0
West,Nov,327230.0
East,Dec,332077.0
South,Jun,178603.0
East,Jul,303956.0
East,May,304895.0
South,Oct,217686.0
Central,Jul,242517.0
Central,Jan,242378.0
East,Aug,283617.0
Central,Feb,242148.0
South,May,210782.0
West,May,303897.0
West,Feb,228566.0
