segment,month_name,total_sales,total_profit
Corporate,Oct,443347.0,76470.0
Home Office,Jul,282398.0,51015.0
Consumer,Jul,673673.0,117244.0
Corporate,Mar,364392.0,60894.0
Consumer,Nov,639641.0,110418.0
Home Office,Aug,229837.0,41240.0
Consumer,Aug,670376.0,119547.0
Corporate,Aug,368151.0,63662.0
Home Office,Apr,242775.0,42554.0
Consumer,Jun,662845.0,118027.0
Consumer,May,723978.0,127658.0
Home Office,Sep,227372.0,40530.0
Corporate,Jul,360161.0,63833.0
Corporate,Dec,469086.0,80117.0
Corporate,May,400513.0,71146.0
Corporate,Apr,425837.0,72890.0
Home Office,May,239215.0,44025.0
Home Office,Jan,235404.0,42891.0
Home Office,Jun,222159.0,40003.0
Consumer,Sep,670279.0,120213.0
Home Office,Mar,260624.0,43969.0
Consumer,Apr,727317.0,129006.0
Home Office,Nov,234956.0,41275.0
Home Office,Oct,258123.0,45683.0
Consumer,Dec,758856.0,137759.0
Corporate,Nov,421935.0,72409.0
Corporate,Sep,390971.0,67780.0
Corporate,Feb,405801.0,70021.0
Home Office,Feb,216992.0,39404.0
Consumer,Mar,744115.0,131746.0
Consumer,Oct,721442.0,126441.0
Corporate,Jan,510335.0,89434.0
Consumer,Jan,649122.0,112815.0
Corporate,Jun,405307.0,73387.0
Home Office,Dec,257004.0,44736.0
Consumer,Feb,624707.0,111420.0
