state,total_sales,total_customers
Alabama,43284.0,6
Arizona,245381.0,25
Arkansas,53913.0,3
California,1806457.0,204
Colorado,218100.0,26
Connecticut,69682.0,6
Delaware,68546.0,6
District of Columbia,5512.0,1
Florida,364261.0,45
Georgia,109611.0,14
Illinois,405174.0,47
Indiana,107961.0,11
Iowa,10541.0,1
Kansas,34823.0,3
Kentucky,241246.0,22
Louisiana,43242.0,6
Maryland,20461.0,2
Massachusetts,113998.0,13
Michigan,186395.0,20
Minnesota,157110.0,16
Mississippi,56221.0,6
Missouri,54659.0,9
Nebraska,520.0,1
Nevada,10854.0,2
New Hampshire,22321.0,3
New Jersey,154675.0,18
New York,925166.0,112
North Carolina,254338.0,34
Ohio,453032.0,58
Oklahoma,36129.0,4
Oregon,34607.0,3
Pennsylvania,480084.0,51
Rhode Island,48370.0,4
Tennessee,144143.0,18
Texas,898519.0,87
Utah,46541.0,8
Virginia,203533.0,26
Washington,391305.0,47
Wisconsin,48382.0,7
