category,month,total_sales,total_profit
Furniture,Sep,271258.0,47001.0
Furniture,Oct,261422.0,46804.0
Furniture,Mar,296007.0,54456.0
Office Supplies,Feb,719996.0,128464.0
Technology,Jul,300694.0,50441.0
Office Supplies,Dec,796552.0,138201.0
Furniture,Aug,256170.0,46105.0
Office Supplies,Jul,727536.0,131775.0
Office Supplies,Jun,705125.0,127830.0
Technology,Sep,243582.0,43644.0
Technology,Dec,331317.0,60300.0
Technology,Jun,303905.0,54390.0
Office Supplies,Jan,807239.0,140915.0
Technology,Aug,252671.0,44834.0
Technology,Oct,316744.0,53791.0
Technology,Jan,279311.0,49268.0
Office Supplies,Mar,788247.0,133108.0
Office Supplies,Aug,704203.0,123824.0
Office Supplies,Sep,706443.0,125003.0
Office Supplies,Oct,787382.0,137162.0
Furniture,Nov,243376.0,42147.0
Office Supplies,Nov,724321.0,123817.0
Technology,May,251948.0,43103.0
Furniture,Feb,239405.0,44733.0
Office Supplies,Apr,730918.0,128286.0
Furniture,Jan,250491.0,44053.0
Furniture,Jun,234471.0,40557.0
Technology,Nov,287566.0,51803.0
Technology,Mar,232660.0,40529.0
Technology,Feb,235664.0,38502.0
Furniture,Apr,273168.0,48171.0
Technology,Apr,335124.0,57309.0
Furniture,Dec,290225.0,53046.0
Office Supplies,May,796869.0,142568.0
Furniture,Jul,242841.0,41733.0
Furniture,May,249105.0,45868.0
