state,total_sales,total_customers
Alabama,65940.0,36
Arizona,338313.0,110
Arkansas,57876.0,7
California,2291207.0,666
Colorado,264510.0,76
Connecticut,83139.0,25
Delaware,86570.0,25
District of Columbia,6729.0,2
Florida,433958.0,111
Georgia,158385.0,75
Illinois,526025.0,174
Indiana,134344.0,42
Iowa,29334.0,17
Kansas,36327.0,4
Kentucky,290903.0,54
Louisiana,59927.0,26
Maryland,41327.0,15
Massachusetts,157756.0,53
Michigan,236394.0,62
Minnesota,193826.0,45
Mississippi,63487.0,18
Missouri,75959.0,27
Nebraska,4094.0,6
Nevada,25100.0,16
New Hampshire,27303.0,11
New Jersey,188706.0,49
New Mexico,8979.0,12
New York,1204127.0,365
North Carolina,347852.0,127
Ohio,563191.0,167
Oklahoma,45216.0,13
Oregon,37626.0,7
Pennsylvania,638306.0,196
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,180324.0,57
Texas,1143442.0,338
Utah,82768.0,27
Virginia,247184.0,68
Washington,554450.0,179
Wisconsin,85551.0,33
