state,total_sales,total_customers
Alabama,98107.0,74
Arizona,450665.0,197
Arkansas,62126.0,13
California,2993496.0,1325
Colorado,360624.0,158
Connecticut,105950.0,48
Delaware,119223.0,55
District of Columbia,7876.0,4
Florida,520294.0,205
Georgia,248462.0,144
Illinois,770757.0,342
Indiana,176211.0,81
Iowa,35294.0,28
Kansas,40053.0,8
Kentucky,376476.0,103
Louisiana,82629.0,50
Maryland,48208.0,25
Massachusetts,187097.0,86
Michigan,317397.0,126
Minnesota,270130.0,105
Mississippi,88202.0,44
Missouri,96233.0,51
Nebraska,9373.0,11
Nevada,29258.0,23
New Hampshire,32948.0,19
New Jersey,232944.0,90
New Mexico,17839.0,22
New York,1580713.0,696
North Carolina,458021.0,250
Ohio,708943.0,308
Oklahoma,66665.0,28
Oregon,55702.0,15
Pennsylvania,845296.0,407
Rhode Island,81687.0,33
South Dakota,19109.0,9
Tennessee,216729.0,96
Texas,1465535.0,626
Utah,105261.0,48
Virginia,291564.0,120
Washington,695930.0,323
Wisconsin,110723.0,62
