region,month_name,total_sales
South,Mar,200199.0
South,Jan,185297.0
East,Apr,312992.0
East,Nov,284913.0
Central,May,229363.0
East,Mar,289954.0
Central,Oct,217048.0
South,Nov,181906.0
Central,Apr,241236.0
South,Jul,129656.0
Central,Mar,256835.0
East,Jan,302718.0
West,Apr,316376.0
East,Sep,265218.0
South,Sep,181419.0
West,Aug,269177.0
Central,Nov,211407.0
South,Feb,176310.0
West,Mar,295239.0
South,Dec,199929.0
East,Feb,289330.0
West,Dec,375400.0
West,Sep,296581.0
Central,Sep,209309.0
South,Aug,180169.0
East,Jun,271954.0
West,Jan,328307.0
South,Apr,189811.0
Central,Dec,238378.0
West,Oct,299519.0
Central,Jun,215021.0
Central,Aug,252069.0
East,Oct,347384.0
West,Jun,303153.0
West,Jul,310235.0
West,Nov,319454.0
East,Dec,322319.0
South,Jun,173767.0
East,Jul,290875.0
East,May,301023.0
South,Oct,215643.0
Central,Jul,234494.0
Central,Jan,227855.0
East,Aug,272785.0
Central,Feb,238518.0
South,May,205344.0
West,May,293599.0
West,Feb,222005.0
