state,total_sales,total_customers
Alabama,62238.0,32
Arizona,330105.0,100
Arkansas,55819.0,6
California,2251016.0,611
Colorado,255309.0,66
Connecticut,81301.0,22
Delaware,85425.0,23
District of Columbia,6729.0,2
Florida,422619.0,100
Georgia,156126.0,70
Illinois,503659.0,154
Indiana,133177.0,39
Iowa,25494.0,14
Kansas,36327.0,4
Kentucky,271788.0,47
Louisiana,59927.0,26
Maryland,39618.0,13
Massachusetts,139005.0,43
Michigan,233235.0,56
Minnesota,187441.0,41
Mississippi,63487.0,18
Missouri,75360.0,26
Nebraska,4094.0,6
Nevada,18341.0,14
New Hampshire,26751.0,10
New Jersey,186228.0,44
New Mexico,7401.0,9
New York,1161988.0,334
North Carolina,332328.0,113
Ohio,550059.0,152
Oklahoma,44490.0,12
Oregon,37626.0,7
Pennsylvania,622077.0,179
Rhode Island,58870.0,15
South Dakota,2397.0,4
Tennessee,178873.0,54
Texas,1114236.0,308
Utah,82362.0,26
Virginia,244996.0,64
Washington,533747.0,159
Wisconsin,85551.0,33
