region,month_name,total_sales
South,Mar,158920.0
South,Jan,140114.0
East,Apr,236206.0
East,Nov,220517.0
Central,May,187038.0
East,Mar,230536.0
Central,Oct,177237.0
South,Nov,138231.0
Central,Apr,189626.0
South,Jul,98487.0
Central,Mar,213040.0
East,Jan,244836.0
West,Apr,238107.0
East,Sep,208658.0
South,Sep,139157.0
West,Aug,211377.0
Central,Nov,164664.0
South,Feb,150072.0
West,Mar,236439.0
South,Dec,159806.0
East,Feb,220165.0
West,Dec,278451.0
West,Sep,219158.0
Central,Sep,173676.0
South,Aug,138376.0
East,Jun,190926.0
West,Jan,249492.0
South,Apr,132339.0
Central,Dec,173612.0
West,Oct,241850.0
Central,Jun,168115.0
Central,Aug,178240.0
East,Oct,276434.0
West,Jun,226739.0
West,Jul,229516.0
West,Nov,242174.0
East,Dec,241275.0
South,Jun,125975.0
East,Jul,211725.0
East,May,223348.0
South,Oct,168761.0
Central,Jul,187058.0
Central,Jan,169036.0
East,Aug,225001.0
Central,Feb,181498.0
South,May,162791.0
West,May,219534.0
West,Feb,166008.0
