state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,180,1
Alabama,Binders,145,2
Alabama,Furnishings,114,3
Alabama,Accessories,104,4
Alabama,Art,101,5
Alabama,Storage,86,6
Alabama,Phones,85,7
Alabama,Chairs,58,8
Alabama,Envelopes,49,9
Alabama,Appliances,42,10
Alabama,Tables,34,11
Alabama,Labels,30,12
Alabama,Machines,29,13
Alabama,Bookcases,28,14
Alabama,Supplies,25,15
Alabama,Fasteners,20,16
Alabama,Copiers,8,17
Arizona,Paper,563,1
Arizona,Binders,484,2
Arizona,Furnishings,422,3
Arizona,Phones,403,4
Arizona,Art,331,5
Arizona,Accessories,323,6
Arizona,Storage,294,7
Arizona,Appliances,226,8
Arizona,Chairs,213,9
Arizona,Labels,168,10
Arizona,Envelopes,137,11
Arizona,Bookcases,133,12
Arizona,Machines,130,13
Arizona,Tables,130,13
Arizona,Fasteners,70,15
Arizona,Supplies,63,16
Arizona,Copiers,31,17
Arkansas,Furnishings,65,1
Arkansas,Phones,63,2
Arkansas,Art,55,3
Arkansas,Paper,44,4
Arkansas,Binders,40,5
Arkansas,Storage,27,6
Arkansas,Appliances,25,7
Arkansas,Fasteners,23,8
Arkansas,Accessories,20,9
Arkansas,Labels,18,10
Arkansas,Machines,15,11
Arkansas,Tables,15,11
Arkansas,Chairs,13,13
Arkansas,Envelopes,4,14
California,Paper,4168,1
California,Binders,3157,2
California,Phones,2835,3
California,Art,2667,4
California,Furnishings,2538,5
California,Accessories,2211,6
California,Storage,1975,7
California,Appliances,1605,8
California,Chairs,1294,9
California,Machines,1135,10
California,Labels,1126,11
California,Tables,846,12
California,Envelopes,826,13
California,Bookcases,811,14
California,Supplies,620,15
California,Fasteners,592,16
California,Copiers,199,17
Colorado,Binders,491,1
Colorado,Paper,479,2
Colorado,Furnishings,354,3
Colorado,Phones,337,4
Colorado,Art,332,5
Colorado,Storage,282,6
Colorado,Accessories,260,7
Colorado,Chairs,189,8
Colorado,Appliances,185,9
Colorado,Machines,140,10
Colorado,Labels,136,11
Colorado,Bookcases,116,12
Colorado,Tables,114,13
Colorado,Supplies,110,14
Colorado,Envelopes,106,15
Colorado,Fasteners,51,16
Colorado,Copiers,17,17
Connecticut,Binders,109,1
Connecticut,Paper,106,2
Connecticut,Furnishings,97,3
Connecticut,Phones,91,4
Connecticut,Art,88,5
Connecticut,Accessories,75,6
Connecticut,Storage,70,7
Connecticut,Appliances,68,8
Connecticut,Machines,50,9
Connecticut,Labels,48,10
Connecticut,Chairs,31,11
Connecticut,Fasteners,28,12
Connecticut,Envelopes,25,13
Connecticut,Supplies,24,14
Connecticut,Bookcases,23,15
Connecticut,Tables,21,16
Connecticut,Copiers,2,17
Delaware,Storage,159,1
Delaware,Furnishings,158,2
Delaware,Paper,117,3
Delaware,Phones,88,4
Delaware,Accessories,86,5
Delaware,Binders,86,5
Delaware,Appliances,74,7
Delaware,Art,67,8
Delaware,Machines,67,8
Delaware,Chairs,61,10
Delaware,Envelopes,41,11
Delaware,Bookcases,39,12
Delaware,Labels,39,12
Delaware,Supplies,28,14
Delaware,Tables,19,15
Delaware,Fasteners,19,15
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,14,3
District of Columbia,Furnishings,12,4
District of Columbia,Art,9,5
District of Columbia,Fasteners,7,6
District of Columbia,Machines,7,6
District of Columbia,Accessories,6,8
District of Columbia,Phones,5,9
District of Columbia,Chairs,5,9
District of Columbia,Envelopes,3,11
District of Columbia,Appliances,2,12
Florida,Paper,825,1
Florida,Binders,631,2
Florida,Art,497,3
Florida,Phones,484,4
Florida,Furnishings,428,5
Florida,Accessories,410,6
Florida,Storage,355,7
Florida,Chairs,262,8
Florida,Appliances,252,9
Florida,Labels,200,10
Florida,Tables,180,11
Florida,Machines,146,12
Florida,Fasteners,132,13
Florida,Envelopes,121,14
Florida,Bookcases,110,15
Florida,Supplies,106,16
Florida,Copiers,31,17
Georgia,Paper,352,1
Georgia,Binders,298,2
Georgia,Phones,270,3
Georgia,Furnishings,247,4
Georgia,Art,171,5
Georgia,Appliances,153,6
Georgia,Chairs,140,7
Georgia,Storage,127,8
Georgia,Accessories,109,9
Georgia,Tables,90,10
Georgia,Bookcases,87,11
Georgia,Labels,78,12
Georgia,Machines,70,13
Georgia,Envelopes,57,14
Georgia,Fasteners,41,15
Georgia,Supplies,38,16
Georgia,Copiers,14,17
Illinois,Paper,992,1
Illinois,Binders,746,2
Illinois,Furnishings,735,3
Illinois,Phones,730,4
Illinois,Art,508,5
Illinois,Accessories,482,6
Illinois,Storage,481,7
Illinois,Appliances,415,8
Illinois,Chairs,380,9
Illinois,Machines,264,10
Illinois,Labels,254,11
Illinois,Tables,236,12
Illinois,Envelopes,221,13
Illinois,Bookcases,175,14
Illinois,Fasteners,132,15
Illinois,Supplies,125,16
Illinois,Copiers,40,17
Indiana,Paper,226,1
Indiana,Binders,185,2
Indiana,Phones,156,3
Indiana,Accessories,149,4
Indiana,Furnishings,142,5
Indiana,Art,141,6
Indiana,Storage,113,7
Indiana,Appliances,88,8
Indiana,Chairs,77,9
Indiana,Bookcases,63,10
Indiana,Labels,58,11
Indiana,Machines,49,12
Indiana,Supplies,45,13
Indiana,Envelopes,37,14
Indiana,Tables,24,15
Indiana,Fasteners,23,16
Indiana,Copiers,17,17
Iowa,Accessories,58,1
Iowa,Phones,53,2
Iowa,Paper,49,3
Iowa,Furnishings,45,4
Iowa,Chairs,38,5
Iowa,Art,34,6
Iowa,Binders,29,7
Iowa,Storage,27,8
Iowa,Machines,25,9
Iowa,Supplies,14,10
Iowa,Labels,11,11
Iowa,Appliances,10,12
Iowa,Tables,5,13
Iowa,Fasteners,5,13
Iowa,Envelopes,2,15
Kansas,Paper,85,1
Kansas,Art,61,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Accessories,26,5
Kansas,Appliances,24,6
Kansas,Fasteners,23,7
Kansas,Binders,23,7
Kansas,Furnishings,20,9
Kansas,Labels,14,10
Kansas,Tables,14,10
Kansas,Storage,12,12
Kansas,Machines,12,12
Kansas,Supplies,9,14
Kansas,Bookcases,8,15
Kansas,Copiers,2,16
Kentucky,Paper,416,1
Kentucky,Phones,276,2
Kentucky,Binders,274,3
Kentucky,Art,245,4
Kentucky,Furnishings,235,5
Kentucky,Appliances,197,6
Kentucky,Accessories,189,7
Kentucky,Storage,180,8
Kentucky,Chairs,135,9
Kentucky,Fasteners,100,10
Kentucky,Machines,96,11
Kentucky,Bookcases,78,12
Kentucky,Labels,76,13
Kentucky,Envelopes,74,14
Kentucky,Tables,50,15
Kentucky,Supplies,41,16
Kentucky,Copiers,31,17
Louisiana,Art,128,1
Louisiana,Paper,115,2
Louisiana,Binders,108,3
Louisiana,Phones,86,4
Louisiana,Accessories,79,5
Louisiana,Storage,68,6
Louisiana,Furnishings,63,7
Louisiana,Chairs,51,8
Louisiana,Appliances,45,9
Louisiana,Fasteners,26,10
Louisiana,Envelopes,26,10
Louisiana,Labels,20,12
Louisiana,Machines,15,13
Louisiana,Tables,14,14
Louisiana,Supplies,12,15
Louisiana,Bookcases,12,15
Maryland,Phones,80,1
Maryland,Storage,52,2
Maryland,Furnishings,52,2
Maryland,Binders,37,4
Maryland,Paper,34,5
Maryland,Accessories,22,6
Maryland,Appliances,20,7
Maryland,Supplies,20,7
Maryland,Bookcases,19,9
Maryland,Art,19,9
Maryland,Machines,17,11
Maryland,Fasteners,17,11
Maryland,Tables,16,13
Maryland,Labels,14,14
Maryland,Chairs,14,14
Maryland,Envelopes,12,16
Maryland,Copiers,6,17
Massachusetts,Paper,246,1
Massachusetts,Binders,242,2
Massachusetts,Phones,198,3
Massachusetts,Furnishings,186,4
Massachusetts,Art,161,5
Massachusetts,Accessories,152,6
Massachusetts,Labels,100,7
Massachusetts,Storage,97,8
Massachusetts,Appliances,97,8
Massachusetts,Tables,80,10
Massachusetts,Chairs,72,11
Massachusetts,Machines,59,12
Massachusetts,Fasteners,58,13
Massachusetts,Envelopes,55,14
Massachusetts,Bookcases,48,15
Massachusetts,Supplies,21,16
Massachusetts,Copiers,14,17
Michigan,Paper,345,1
Michigan,Phones,318,2
Michigan,Binders,269,3
Michigan,Storage,264,4
Michigan,Furnishings,261,5
Michigan,Art,243,6
Michigan,Accessories,208,7
Michigan,Labels,131,8
Michigan,Appliances,121,9
Michigan,Chairs,108,10
Michigan,Tables,100,11
Michigan,Bookcases,92,12
Michigan,Machines,80,13
Michigan,Envelopes,55,14
Michigan,Supplies,41,15
Michigan,Fasteners,35,16
Michigan,Copiers,23,17
Minnesota,Paper,335,1
Minnesota,Binders,282,2
Minnesota,Phones,257,3
Minnesota,Furnishings,193,4
Minnesota,Storage,182,5
Minnesota,Art,170,6
Minnesota,Accessories,165,7
Minnesota,Appliances,151,8
Minnesota,Envelopes,102,9
Minnesota,Tables,97,10
Minnesota,Chairs,91,11
Minnesota,Bookcases,85,12
Minnesota,Fasteners,70,13
Minnesota,Labels,70,13
Minnesota,Machines,63,15
Minnesota,Supplies,26,16
Mississippi,Paper,152,1
Mississippi,Accessories,100,2
Mississippi,Furnishings,97,3
Mississippi,Phones,92,4
Mississippi,Binders,86,5
Mississippi,Art,80,6
Mississippi,Storage,56,7
Mississippi,Machines,46,8
Mississippi,Bookcases,41,9
Mississippi,Labels,29,10
Mississippi,Appliances,25,11
Mississippi,Chairs,24,12
Mississippi,Supplies,23,13
Mississippi,Tables,19,14
Mississippi,Envelopes,18,15
Mississippi,Fasteners,10,16
Mississippi,Copiers,10,16
Missouri,Binders,165,1
Missouri,Furnishings,130,2
Missouri,Accessories,114,3
Missouri,Paper,112,4
Missouri,Phones,102,5
Missouri,Storage,82,6
Missouri,Art,52,7
Missouri,Chairs,51,8
Missouri,Machines,43,9
Missouri,Appliances,39,10
Missouri,Tables,38,11
Missouri,Envelopes,25,12
Missouri,Supplies,20,13
Missouri,Labels,18,14
Missouri,Fasteners,14,15
Missouri,Copiers,12,16
Missouri,Bookcases,7,17
Nebraska,Paper,24,1
Nebraska,Accessories,18,2
Nebraska,Chairs,16,3
Nebraska,Machines,14,4
Nebraska,Tables,12,5
Nebraska,Storage,11,6
Nebraska,Phones,10,7
Nebraska,Art,9,8
Nebraska,Binders,8,9
Nebraska,Appliances,5,10
Nebraska,Bookcases,3,11
Nebraska,Labels,2,12
Nevada,Paper,77,1
Nevada,Phones,50,2
Nevada,Furnishings,32,3
Nevada,Chairs,31,4
Nevada,Art,20,5
Nevada,Binders,19,6
Nevada,Storage,18,7
Nevada,Appliances,17,8
Nevada,Accessories,17,8
Nevada,Labels,14,10
Nevada,Fasteners,5,11
Nevada,Supplies,3,12
Nevada,Bookcases,3,12
Nevada,Machines,2,14
Nevada,Envelopes,1,15
Nevada,Tables,1,15
New Hampshire,Paper,62,1
New Hampshire,Art,55,2
New Hampshire,Phones,52,3
New Hampshire,Chairs,43,4
New Hampshire,Binders,40,5
New Hampshire,Furnishings,38,6
New Hampshire,Storage,33,7
New Hampshire,Accessories,18,8
New Hampshire,Appliances,15,9
New Hampshire,Tables,14,10
New Hampshire,Bookcases,14,10
New Hampshire,Fasteners,14,10
New Hampshire,Supplies,12,13
New Hampshire,Envelopes,11,14
New Hampshire,Machines,11,14
New Hampshire,Labels,2,16
New Jersey,Paper,398,1
New Jersey,Binders,274,2
New Jersey,Phones,260,3
New Jersey,Art,169,4
New Jersey,Storage,166,5
New Jersey,Furnishings,161,6
New Jersey,Appliances,157,7
New Jersey,Accessories,147,8
New Jersey,Chairs,92,9
New Jersey,Machines,83,10
New Jersey,Tables,61,11
New Jersey,Bookcases,58,12
New Jersey,Envelopes,57,13
New Jersey,Supplies,53,14
New Jersey,Fasteners,43,15
New Jersey,Labels,33,16
New Jersey,Copiers,15,17
New Mexico,Phones,38,1
New Mexico,Binders,36,2
New Mexico,Paper,34,3
New Mexico,Chairs,31,4
New Mexico,Storage,31,4
New Mexico,Appliances,20,6
New Mexico,Art,18,7
New Mexico,Accessories,15,8
New Mexico,Fasteners,9,9
New Mexico,Machines,8,10
New Mexico,Labels,7,11
New Mexico,Furnishings,5,12
New Mexico,Tables,2,13
New Mexico,Bookcases,1,14
New York,Paper,2167,1
New York,Binders,1696,2
New York,Furnishings,1504,3
New York,Phones,1500,4
New York,Art,1353,5
New York,Accessories,1188,6
New York,Storage,945,7
New York,Appliances,732,8
New York,Chairs,719,9
New York,Labels,629,10
New York,Tables,448,11
New York,Bookcases,437,12
New York,Machines,437,12
New York,Fasteners,379,14
New York,Envelopes,366,15
New York,Supplies,324,16
New York,Copiers,110,17
North Carolina,Paper,672,1
North Carolina,Binders,528,2
North Carolina,Phones,448,3
North Carolina,Furnishings,430,4
North Carolina,Accessories,396,5
North Carolina,Storage,381,6
North Carolina,Art,375,7
North Carolina,Appliances,249,8
North Carolina,Labels,235,9
North Carolina,Chairs,195,10
North Carolina,Machines,156,11
North Carolina,Envelopes,141,12
North Carolina,Tables,138,13
North Carolina,Fasteners,114,14
North Carolina,Supplies,103,15
North Carolina,Bookcases,99,16
North Carolina,Copiers,22,17
Ohio,Paper,1094,1
Ohio,Phones,768,2
Ohio,Furnishings,763,3
Ohio,Binders,746,4
Ohio,Art,597,5
Ohio,Storage,519,6
Ohio,Accessories,503,7
Ohio,Appliances,353,8
Ohio,Chairs,279,9
Ohio,Labels,253,10
Ohio,Machines,234,11
Ohio,Tables,213,12
Ohio,Envelopes,212,13
Ohio,Fasteners,198,14
Ohio,Bookcases,192,15
Ohio,Supplies,137,16
Ohio,Copiers,48,17
Oklahoma,Art,70,1
Oklahoma,Binders,64,2
Oklahoma,Furnishings,53,3
Oklahoma,Paper,46,4
Oklahoma,Accessories,42,5
Oklahoma,Phones,32,6
Oklahoma,Machines,30,7
Oklahoma,Storage,29,8
Oklahoma,Chairs,29,8
Oklahoma,Labels,29,8
Oklahoma,Fasteners,24,11
Oklahoma,Supplies,20,12
Oklahoma,Tables,20,12
Oklahoma,Appliances,20,12
Oklahoma,Envelopes,7,15
Oklahoma,Bookcases,6,16
Oregon,Binders,67,1
Oregon,Paper,49,2
Oregon,Phones,41,3
Oregon,Accessories,32,4
Oregon,Storage,27,5
Oregon,Art,26,6
Oregon,Chairs,23,7
Oregon,Machines,18,8
Oregon,Fasteners,16,9
Oregon,Furnishings,13,10
Oregon,Envelopes,11,11
Oregon,Bookcases,11,11
Oregon,Appliances,11,11
Oregon,Labels,9,14
Oregon,Supplies,1,15
Pennsylvania,Paper,1083,1
Pennsylvania,Binders,825,2
Pennsylvania,Phones,725,3
