region,month_name,total_sales
South,Mar,224477.0
South,Jan,212303.0
East,Apr,356062.0
East,Nov,317161.0
Central,May,262428.0
East,Mar,320801.0
Central,Oct,251375.0
South,Nov,220612.0
Central,Apr,267695.0
South,Jul,151409.0
Central,Mar,288706.0
East,Jan,332992.0
West,Apr,359543.0
East,Sep,306033.0
South,Sep,201665.0
West,Aug,305111.0
Central,Nov,238706.0
South,Feb,199597.0
West,Mar,340443.0
South,Dec,228709.0
East,Feb,326663.0
West,Dec,414950.0
West,Sep,345238.0
Central,Sep,236458.0
South,Aug,201523.0
East,Jun,299613.0
West,Jan,377789.0
South,Apr,220451.0
Central,Dec,272996.0
West,Oct,343060.0
Central,Jun,244130.0
Central,Aug,283045.0
East,Oct,378249.0
West,Jun,341089.0
West,Jul,347461.0
West,Nov,349440.0
East,Dec,361075.0
South,Jun,202016.0
East,Jul,336527.0
East,May,347522.0
South,Oct,245031.0
Central,Jul,274893.0
Central,Jan,264277.0
East,Aug,311546.0
Central,Feb,268212.0
South,May,237324.0
West,May,341462.0
West,Feb,253869.0
