state,total_sales,total_customers
Alabama,95974.0,71
Arizona,449684.0,194
Arkansas,62126.0,13
California,2951291.0,1290
Colorado,359106.0,155
Connecticut,105950.0,48
Delaware,113757.0,53
District of Columbia,7876.0,4
Florida,518739.0,203
Georgia,246312.0,140
Illinois,751670.0,333
Indiana,175376.0,78
Iowa,34838.0,27
Kansas,40053.0,8
Kentucky,346688.0,94
Louisiana,81802.0,49
Maryland,48208.0,25
Massachusetts,185304.0,84
Michigan,316250.0,125
Minnesota,268255.0,103
Mississippi,88202.0,44
Missouri,93977.0,49
Nebraska,8416.0,10
Nevada,29258.0,23
New Hampshire,32445.0,17
New Jersey,230376.0,89
New Mexico,17839.0,22
New York,1558755.0,682
North Carolina,452347.0,242
Ohio,696158.0,299
Oklahoma,66665.0,28
Oregon,55702.0,15
Pennsylvania,835532.0,401
Rhode Island,80726.0,32
South Dakota,19109.0,9
Tennessee,215670.0,94
Texas,1450521.0,607
Utah,101468.0,45
Virginia,290817.0,119
Washington,679144.0,309
Wisconsin,109486.0,60
