category,month,total_sales,total_profit
Furniture,Sep,165879.0,27473.0
Furniture,Oct,158138.0,29584.0
Furniture,Mar,192828.0,35657.0
Office Supplies,Feb,433081.0,76139.0
Technology,Jul,158669.0,27982.0
Office Supplies,Dec,488448.0,84551.0
Furniture,Aug,152884.0,27373.0
Office Supplies,Jul,407442.0,75033.0
Office Supplies,Jun,382739.0,69115.0
Technology,Sep,136548.0,24775.0
Technology,Dec,181779.0,31522.0
Technology,Jun,175632.0,32173.0
Office Supplies,Jan,456323.0,80296.0
Technology,Aug,157463.0,27419.0
Technology,Oct,195552.0,32169.0
Technology,Jan,160019.0,29647.0
Office Supplies,Mar,460066.0,76133.0
Office Supplies,Aug,408983.0,73570.0
Office Supplies,Sep,403862.0,70544.0
Office Supplies,Oct,465165.0,81023.0
Furniture,Nov,154190.0,25828.0
Office Supplies,Nov,408737.0,68448.0
Technology,May,155615.0,25956.0
Furniture,Feb,123715.0,23361.0
Office Supplies,Apr,399611.0,69424.0
Furniture,Jan,148608.0,25904.0
Furniture,Jun,114403.0,19731.0
Technology,Nov,179115.0,31164.0
Technology,Mar,140294.0,24115.0
Technology,Feb,137663.0,23114.0
Furniture,Apr,160281.0,27952.0
Technology,Apr,178761.0,29940.0
Furniture,Dec,156143.0,28146.0
Office Supplies,May,449976.0,80382.0
Furniture,Jul,124932.0,21935.0
Furniture,May,149700.0,28150.0
