segment,month_name,total_sales,total_profit
Corporate,Oct,321355.0,56370.0
Home Office,Jul,203094.0,37278.0
Consumer,Jul,480973.0,84658.0
Corporate,Mar,285740.0,48375.0
Consumer,Nov,459921.0,79537.0
Home Office,Aug,165324.0,28890.0
Consumer,Aug,505971.0,90463.0
Corporate,Aug,276759.0,47715.0
Home Office,Apr,183756.0,31827.0
Consumer,Jun,477653.0,86252.0
Consumer,May,517857.0,92505.0
Home Office,Sep,149657.0,26471.0
Corporate,Jul,265740.0,48175.0
Corporate,Dec,352483.0,61439.0
Corporate,May,312693.0,55058.0
Corporate,Apr,309817.0,52938.0
Home Office,May,180027.0,32854.0
Home Office,Jan,186002.0,34483.0
Home Office,Jun,162333.0,30301.0
Consumer,Sep,501386.0,88024.0
Home Office,Mar,194071.0,31067.0
Consumer,Apr,543437.0,95797.0
Home Office,Nov,177722.0,30987.0
Home Office,Oct,195518.0,34255.0
Consumer,Dec,564389.0,102792.0
Corporate,Nov,338150.0,57369.0
Corporate,Sep,281551.0,50039.0
Corporate,Feb,297102.0,48837.0
Home Office,Feb,153466.0,27558.0
Consumer,Mar,548632.0,97409.0
Consumer,Oct,547661.0,97290.0
Corporate,Jan,356591.0,59746.0
Consumer,Jan,479863.0,84171.0
Corporate,Jun,310418.0,56154.0
Home Office,Dec,197146.0,33770.0
Consumer,Feb,460387.0,83690.0
