state,total_sales,total_customers
Alabama,50198.0,15
Arizona,300660.0,63
Arkansas,54031.0,4
California,2087242.0,435
Colorado,239236.0,48
Connecticut,79529.0,18
Delaware,76036.0,14
District of Columbia,5512.0,1
Florida,387928.0,70
Georgia,134462.0,47
Illinois,454902.0,107
Indiana,122645.0,26
Iowa,20009.0,9
Kansas,36327.0,4
Kentucky,251899.0,36
Louisiana,55873.0,22
Maryland,36618.0,8
Massachusetts,125253.0,27
Michigan,209532.0,38
Minnesota,165151.0,24
Mississippi,59791.0,11
Missouri,67416.0,21
Nebraska,1886.0,3
Nevada,16288.0,11
New Hampshire,24215.0,5
New Jersey,172049.0,33
New Mexico,5506.0,7
New York,1046733.0,227
North Carolina,297774.0,74
Ohio,517875.0,111
Oklahoma,40230.0,8
Oregon,34607.0,3
Pennsylvania,563237.0,119
Rhode Island,55437.0,8
South Dakota,2397.0,4
Tennessee,163649.0,37
Texas,1007286.0,194
Utah,62786.0,16
Virginia,228712.0,47
Washington,464651.0,114
Wisconsin,69385.0,23
