region,month_name,total_sales
South,Mar,177230.0
South,Jan,142892.0
East,Apr,246040.0
East,Nov,233318.0
Central,May,194188.0
East,Mar,242533.0
Central,Oct,178622.0
South,Nov,141036.0
Central,Apr,196807.0
South,Jul,102543.0
Central,Mar,217201.0
East,Jan,255045.0
West,Apr,246527.0
East,Sep,215874.0
South,Sep,152306.0
West,Aug,218252.0
Central,Nov,172520.0
South,Feb,154938.0
West,Mar,246669.0
South,Dec,167802.0
East,Feb,226464.0
West,Dec,290179.0
West,Sep,229930.0
Central,Sep,183178.0
South,Aug,146272.0
East,Jun,208422.0
West,Jan,259433.0
South,Apr,137292.0
Central,Dec,189170.0
West,Oct,249954.0
Central,Jun,172306.0
Central,Aug,193839.0
East,Oct,292105.0
West,Jun,243366.0
West,Jul,236620.0
West,Nov,248414.0
East,Dec,253016.0
South,Jun,133022.0
East,Jul,219929.0
East,May,243455.0
South,Oct,175469.0
Central,Jul,195114.0
Central,Jan,175297.0
East,Aug,232056.0
Central,Feb,192142.0
South,May,166621.0
West,May,227171.0
West,Feb,172374.0
