state,total_sales,total_customers
Alabama,55660.0,24
Arizona,315901.0,81
Arkansas,55819.0,6
California,2163474.0,514
Colorado,250954.0,60
Connecticut,80279.0,19
Delaware,79057.0,17
District of Columbia,6729.0,2
Florida,399881.0,83
Georgia,144926.0,59
Illinois,483673.0,130
Indiana,127914.0,33
Iowa,25146.0,13
Kansas,36327.0,4
Kentucky,266804.0,41
Louisiana,57727.0,24
Maryland,37983.0,11
Massachusetts,131026.0,35
Michigan,222599.0,47
Minnesota,173230.0,33
Mississippi,61710.0,14
Missouri,70410.0,23
Nebraska,3271.0,5
Nevada,16710.0,12
New Hampshire,26340.0,9
New Jersey,176563.0,38
New Mexico,5662.0,8
New York,1086369.0,277
North Carolina,312750.0,91
Ohio,533524.0,130
Oklahoma,40550.0,9
Oregon,35846.0,5
Pennsylvania,593887.0,150
Rhode Island,57954.0,12
South Dakota,2397.0,4
Tennessee,170633.0,45
Texas,1056168.0,248
Utah,65909.0,20
Virginia,237494.0,55
Washington,498803.0,136
Wisconsin,83223.0,29
