region,month_name,total_sales
South,Mar,234020.0
South,Jan,217014.0
East,Apr,373051.0
East,Nov,330085.0
Central,May,269791.0
East,Mar,340814.0
Central,Oct,269153.0
South,Nov,226747.0
Central,Apr,282615.0
South,Jul,159408.0
Central,Mar,300736.0
East,Jan,354660.0
West,Apr,367038.0
East,Sep,318804.0
South,Sep,206836.0
West,Aug,314178.0
Central,Nov,255012.0
South,Feb,209784.0
West,Mar,348759.0
South,Dec,233996.0
East,Feb,331311.0
West,Dec,423343.0
West,Sep,357113.0
Central,Sep,247225.0
South,Aug,205044.0
East,Jun,312826.0
West,Jan,390970.0
South,Apr,225360.0
Central,Dec,286714.0
West,Oct,352702.0
Central,Jun,255397.0
Central,Aug,291386.0
East,Oct,392193.0
West,Jun,349210.0
West,Jul,356415.0
West,Nov,361168.0
East,Dec,370151.0
South,Jun,209549.0
East,Jul,357619.0
East,May,355230.0
South,Oct,249868.0
Central,Jul,286592.0
Central,Jan,281017.0
East,Aug,321083.0
Central,Feb,278342.0
South,May,244708.0
West,May,352339.0
West,Feb,265516.0
