region,month_name,total_sales
South,Mar,181980.0
South,Jan,156579.0
East,Apr,254498.0
East,Nov,239145.0
Central,May,198942.0
East,Mar,247891.0
Central,Oct,184366.0
South,Nov,154751.0
Central,Apr,205184.0
South,Jul,107024.0
Central,Mar,222654.0
East,Jan,262447.0
West,Apr,255256.0
East,Sep,223560.0
South,Sep,158039.0
West,Aug,225045.0
Central,Nov,180223.0
South,Feb,158388.0
West,Mar,253739.0
South,Dec,175731.0
East,Feb,236326.0
West,Dec,297126.0
West,Sep,240297.0
Central,Sep,187410.0
South,Aug,151141.0
East,Jun,218586.0
West,Jan,268280.0
South,Apr,146688.0
Central,Dec,193628.0
West,Oct,253200.0
Central,Jun,181666.0
Central,Aug,199439.0
East,Oct,302277.0
West,Jun,262535.0
West,Jul,258481.0
West,Nov,253968.0
East,Dec,260104.0
South,Jun,143204.0
East,Jul,233522.0
East,May,250146.0
South,Oct,179277.0
Central,Jul,201147.0
Central,Jan,186121.0
East,Aug,238755.0
Central,Feb,196362.0
South,May,171250.0
West,May,238514.0
West,Feb,177173.0
