category,month,total_sales,total_profit
Furniture,Sep,268159.0,46414.0
Furniture,Oct,258854.0,46351.0
Furniture,Mar,294163.0,54049.0
Office Supplies,Feb,710869.0,126958.0
Technology,Jul,285511.0,48810.0
Office Supplies,Dec,786385.0,136219.0
Furniture,Aug,250794.0,45231.0
Office Supplies,Jul,718844.0,130134.0
Office Supplies,Jun,691660.0,125322.0
Technology,Sep,240004.0,42991.0
Technology,Dec,329460.0,59939.0
Technology,Jun,289587.0,52720.0
Office Supplies,Jan,788840.0,136929.0
Technology,Aug,251265.0,44469.0
Technology,Oct,312111.0,52994.0
Technology,Jan,276112.0,48817.0
Office Supplies,Mar,773637.0,130289.0
Office Supplies,Aug,692651.0,121791.0
Office Supplies,Sep,694849.0,122881.0
Office Supplies,Oct,763952.0,133926.0
Furniture,Nov,237661.0,40890.0
Office Supplies,Nov,713453.0,121752.0
Technology,May,249069.0,42785.0
Furniture,Feb,236656.0,44272.0
Office Supplies,Apr,723270.0,126841.0
Furniture,Jan,244184.0,42664.0
Furniture,Jun,231399.0,40015.0
Technology,Nov,285319.0,51346.0
Technology,Mar,230307.0,40096.0
Technology,Feb,233703.0,38218.0
Furniture,Apr,268280.0,47405.0
Technology,Apr,332321.0,56818.0
Furniture,Dec,285934.0,52096.0
Office Supplies,May,786775.0,140803.0
Furniture,Jul,240736.0,41421.0
Furniture,May,245388.0,45234.0
