segment,month_name,total_sales,total_profit
Corporate,Oct,277699.0,48644.0
Home Office,Jul,145236.0,26034.0
Consumer,Jul,385932.0,69566.0
Corporate,Mar,250307.0,42410.0
Consumer,Nov,360170.0,62060.0
Home Office,Aug,133057.0,23178.0
Consumer,Aug,411326.0,74978.0
Corporate,Aug,235336.0,40715.0
Home Office,Apr,134474.0,23347.0
Consumer,Jun,384651.0,68367.0
Consumer,May,414037.0,73534.0
Home Office,Sep,119128.0,21294.0
Corporate,Jul,218330.0,39988.0
Corporate,Dec,285058.0,49911.0
Corporate,May,262843.0,46213.0
Corporate,Apr,261511.0,44300.0
Home Office,May,139582.0,25478.0
Home Office,Jan,144024.0,26679.0
Home Office,Jun,124044.0,22938.0
Consumer,Sep,413143.0,71731.0
Home Office,Mar,163851.0,26105.0
Consumer,Apr,423994.0,75444.0
Home Office,Nov,146864.0,25675.0
Home Office,Oct,170839.0,29874.0
Consumer,Dec,438912.0,78125.0
Corporate,Nov,274631.0,45115.0
Corporate,Sep,242046.0,43459.0
Corporate,Feb,247366.0,40778.0
Home Office,Feb,126622.0,22712.0
Consumer,Mar,452843.0,80157.0
Consumer,Oct,444273.0,79012.0
Corporate,Jan,296212.0,49653.0
Consumer,Jan,381569.0,67887.0
Corporate,Jun,238250.0,43040.0
Home Office,Dec,153334.0,24981.0
Consumer,Feb,367607.0,68021.0
