state,total_sales,total_customers
Alabama,85561.0,58
Arizona,394269.0,153
Arkansas,58497.0,8
California,2716664.0,1036
Colorado,334897.0,130
Connecticut,92083.0,37
Delaware,106039.0,40
District of Columbia,7388.0,3
Florida,483070.0,164
Georgia,229259.0,124
Illinois,650958.0,268
Indiana,166945.0,68
Iowa,32736.0,22
Kansas,39692.0,7
Kentucky,316323.0,77
Louisiana,74165.0,42
Maryland,45959.0,22
Massachusetts,175044.0,72
Michigan,297179.0,105
Minnesota,234098.0,72
Mississippi,79959.0,35
Missouri,87957.0,42
Nebraska,8416.0,10
Nevada,25491.0,18
New Hampshire,28674.0,14
New Jersey,220015.0,78
New Mexico,15388.0,18
New York,1393428.0,537
North Carolina,418007.0,208
Ohio,656283.0,249
Oklahoma,59321.0,22
Oregon,54549.0,14
Pennsylvania,760916.0,310
Rhode Island,66423.0,23
South Dakota,15178.0,6
Tennessee,205739.0,79
Texas,1335221.0,504
Utah,95049.0,36
Virginia,273735.0,99
Washington,624633.0,250
Wisconsin,103577.0,52
