category,month,total_sales,total_profit
Furniture,Sep,261735.0,45615.0
Furniture,Oct,250761.0,44927.0
Furniture,Mar,285528.0,52359.0
Office Supplies,Feb,694069.0,124114.0
Technology,Jul,267594.0,46071.0
Office Supplies,Dec,748809.0,130291.0
Furniture,Aug,244734.0,44112.0
Office Supplies,Jul,694926.0,126119.0
Office Supplies,Jun,671329.0,121915.0
Technology,Sep,235601.0,42287.0
Technology,Dec,313293.0,56060.0
Technology,Jun,267954.0,49172.0
Office Supplies,Jan,773461.0,134395.0
Technology,Aug,243882.0,42933.0
Technology,Oct,305438.0,51736.0
Technology,Jan,259996.0,46067.0
Office Supplies,Mar,759669.0,127835.0
Office Supplies,Aug,672583.0,118052.0
Office Supplies,Sep,663856.0,118311.0
Office Supplies,Oct,751603.0,131754.0
Furniture,Nov,230939.0,39916.0
Office Supplies,Nov,696541.0,118178.0
Technology,May,243026.0,41563.0
Furniture,Feb,232649.0,43488.0
Office Supplies,Apr,710379.0,124626.0
Furniture,Jan,237848.0,41749.0
Furniture,Jun,225431.0,39036.0
Technology,Nov,275769.0,49202.0
Technology,Mar,223078.0,38803.0
Technology,Feb,224491.0,36615.0
Furniture,Apr,260317.0,45946.0
Technology,Apr,320884.0,54928.0
Furniture,Dec,278615.0,50817.0
Office Supplies,May,767806.0,137584.0
Furniture,Jul,233776.0,39962.0
Furniture,May,236390.0,43386.0
