category,month,total_sales,total_profit
Furniture,Sep,260164.0,45306.0
Furniture,Oct,247296.0,44234.0
Furniture,Mar,281464.0,51680.0
Office Supplies,Feb,676288.0,120946.0
Technology,Jul,262703.0,45469.0
Office Supplies,Dec,740448.0,128812.0
Furniture,Aug,240497.0,43553.0
Office Supplies,Jul,684740.0,124416.0
Office Supplies,Jun,652218.0,119224.0
Technology,Sep,232690.0,41955.0
Technology,Dec,308431.0,55053.0
Technology,Jun,264567.0,48595.0
Office Supplies,Jan,763822.0,132748.0
Technology,Aug,238624.0,42088.0
Technology,Oct,302961.0,51430.0
Technology,Jan,256914.0,45505.0
Office Supplies,Mar,746846.0,125332.0
Office Supplies,Aug,663710.0,116601.0
Office Supplies,Sep,652818.0,116260.0
Office Supplies,Oct,745912.0,130605.0
Furniture,Nov,226731.0,39210.0
Office Supplies,Nov,686978.0,116639.0
Technology,May,239358.0,40797.0
Furniture,Feb,225988.0,42561.0
Office Supplies,Apr,697886.0,122686.0
Furniture,Jan,235000.0,41286.0
Furniture,Jun,218136.0,38030.0
Technology,Nov,270914.0,48509.0
Technology,Mar,213068.0,36870.0
Technology,Feb,222563.0,36324.0
Furniture,Apr,245908.0,43684.0
Technology,Apr,315539.0,53816.0
Furniture,Dec,275147.0,50123.0
Office Supplies,May,758010.0,135659.0
Furniture,Jul,221885.0,37908.0
Furniture,May,232446.0,42675.0
